timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,KReclaimable,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,FileHugePages,FilePmdMapped,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,Hugetlb,DirectMap4k,DirectMap2M,DirectMap1G
1744061760.016984,600003,21131156,0,131892232,127881708,127357964,0,210328,0,87120,931816,37084,890252,50036,41564,1048576,1048576,0,0,4,0,1857320,280012,118684,98896,755432,98896,656536,24080,11032,0,0,0,65946116,1870536,34359738367,520068,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
1744061761.001517,600003,21131156,0,131892232,127852764,127332568,0,217864,0,88204,957252,37132,909692,51072,47560,1048576,1048576,0,0,164,0,1876836,283664,118688,98960,755652,98960,656692,25008,11732,0,0,0,65946116,4035672,34359738367,521076,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
1744061762.001637,600003,21131156,0,131892232,127832460,127316140,0,225356,0,88616,976480,37132,921872,51484,54608,1048576,1048576,0,0,164,0,1889036,286420,118692,99248,756096,99248,656848,25120,12036,0,0,0,65946116,4042972,34359738367,521076,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
1744061763.002256,600003,21131156,0,131892232,127807916,127301552,0,244620,0,89040,1000824,37132,927108,51908,73716,1048576,1048576,0,0,164,0,1894008,295432,118944,99632,756540,99632,656908,25120,12088,0,0,0,65946116,4050264,34359738367,521076,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
1744061764.001971,600003,21131156,0,131892232,127794852,127293400,0,254304,0,89116,1014276,37132,931004,51984,83272,1048576,1048576,0,0,164,0,1897904,298464,118944,99824,756640,99824,656816,25136,12100,0,0,0,65946116,4057888,34359738367,521092,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
1744061765.002041,600003,21131156,0,131892232,127768816,127273216,0,265624,0,89284,1039692,37132,945204,52152,94488,1048576,1048576,0,0,164,0,1912176,302924,118944,100144,756984,100144,656840,25152,12148,0,0,0,65946116,4065368,34359738367,521108,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
1744061766.001668,600003,21131156,0,131892232,127751580,127259064,0,271740,0,89560,1056616,37132,956332,52428,100284,1048576,1048576,0,0,0,0,1923260,304384,118944,100240,757144,100240,656904,25152,12172,0,0,0,65946116,4072892,34359738367,521108,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
1744061767.001771,600003,21131156,0,131892232,127657692,127184084,0,308980,0,90516,1138784,37588,1001952,52928,136832,1048576,1048576,0,0,76,0,1969660,310684,119148,101008,759812,101008,658804,25392,17888,0,0,0,65946116,4170132,34359738367,521716,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
1744061768.001852,600003,21131156,0,131892232,127580924,127137704,0,369848,0,91180,1212376,37676,1015476,53504,196900,1048576,1048576,0,0,76,0,1982936,350508,119164,101136,760352,101136,659216,25520,22148,0,0,0,65946116,4170132,34359738367,521732,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
1744061769.001411,600003,21131156,0,131892232,127468368,127048752,0,425040,0,91396,1317280,37680,1073512,53716,243768,1048576,1048576,0,0,76,0,2033068,389912,127432,101264,760640,101264,659376,25936,27308,0,0,0,65946116,4285084,34359738367,521908,0,82560,0,1128448,0,0,0,0,0,0,0,0,2048,0,509200,42385408,93323264
