timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,KReclaimable,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,FileHugePages,FilePmdMapped,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,Hugetlb,DirectMap4k,DirectMap2M,DirectMap1G
1743620471.001862,600855,21068471,0,131892268,127912696,127409684,0,234592,0,76200,1012900,25540,935316,50660,77584,1048576,1048576,0,0,0,0,1903352,298232,106284,103292,707408,103292,604116,25936,12520,0,0,0,65946132,4149160,34359738367,535240,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743620472.001697,600855,21068471,0,131892268,127900704,127401044,0,241084,0,76272,1024576,25540,940552,50732,84024,1048576,1048576,0,0,0,0,1908588,299880,106284,103484,707672,103484,604188,25936,12536,0,0,0,65946132,4156368,34359738367,535240,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743620473.001384,600855,21068471,0,131892268,127885308,127389308,0,248216,0,76384,1039148,25540,948072,50844,91076,1048576,1048576,0,0,0,0,1916116,302936,106284,103648,707796,103648,604148,25936,12552,0,0,0,65946132,4164236,34359738367,535240,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743620474.001479,600855,21068471,0,131892268,127866496,127374764,0,256600,0,76708,1057472,25540,958376,51168,99096,1048576,1048576,0,0,0,0,1926924,305784,106284,103840,708060,103840,604220,25936,12600,0,0,0,65946132,4171884,34359738367,535240,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743620475.002225,600855,21068471,0,131892268,127849972,127361116,0,262228,0,76712,1074448,25540,969704,51172,104744,1048576,1048576,0,0,4,0,1937748,306232,106284,103936,708188,103936,604252,25936,12632,0,0,0,65946132,4203164,34359738367,535240,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743620476.001346,600855,21068471,0,131892268,127826524,127347880,0,283100,0,77180,1096544,25572,971848,51608,124696,1048576,1048576,0,0,4,8,1939908,307224,106288,103972,708364,103972,604392,25952,12788,0,0,0,65946132,4185912,34359738367,535240,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743620477.002023,600855,21068471,0,131892268,127739276,127277752,0,316260,0,77668,1171836,25928,1013868,51740,157968,1048576,1048576,0,0,4,8,1982792,325832,106476,104804,709944,104804,605140,26128,18772,0,0,0,65946132,4286116,34359738367,535832,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743620478.001164,600855,21068471,0,131892268,127703652,127256712,0,345820,0,78408,1208112,26076,1021564,52332,186548,1048576,1048576,0,0,0,0,1990004,344044,106504,104804,709424,104804,604620,26272,21876,0,0,0,65946132,4286116,34359738367,535832,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743620479.001913,600855,21068471,0,131892268,127677200,127241792,0,368752,0,78408,1234512,26076,1024900,52332,209612,1048576,1048576,0,0,0,0,1993524,359044,106516,104804,709420,104804,604616,26304,23176,0,0,0,65946132,4286116,34359738367,535864,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743620480.001991,600855,21068471,0,131892268,127658364,127230820,0,384592,0,78408,1252500,26076,1027164,52332,225336,1048576,1048576,0,0,0,0,1995616,370176,106516,104804,709424,104804,604620,26304,23892,0,0,0,65946132,4293328,34359738367,535864,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
