timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,KReclaimable,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,FileHugePages,FilePmdMapped,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,Hugetlb,DirectMap4k,DirectMap2M,DirectMap1G
1743619091.001451,600855,21068467,0,131892268,127854584,127364872,0,259180,0,76780,1066724,25512,965184,51268,101540,1048576,1048576,0,0,0,0,1933192,306108,106284,105336,711184,105336,605848,25904,12612,0,0,0,65946132,4172240,34359738367,535128,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619092.001556,600855,21068467,0,131892268,127826236,127347444,0,280904,0,76820,1094132,25516,970852,51304,123280,1048576,1048576,0,0,0,16,1938860,307816,106284,105400,711624,105400,606224,25920,12624,0,0,0,65946132,4175600,34359738367,535144,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619093.001445,600855,21068467,0,131892268,127747968,127282388,0,306532,0,77884,1161460,25592,1013676,52292,147784,1048576,1048576,0,0,0,0,1982020,319584,106440,106328,712996,106328,606668,26176,19052,0,0,0,65946132,4284932,34359738367,535720,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619094.001548,600855,21068467,0,131892268,127704984,127257180,0,342376,0,78432,1203744,26048,1020496,52384,183248,1048576,1048576,0,0,0,0,1989140,341292,106516,106328,713236,106328,606908,26256,21808,0,0,0,65946132,4284932,34359738367,535736,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619095.002261,600855,21068467,0,131892268,127653716,127227268,0,385308,0,78432,1252908,26048,1026948,52384,225960,1048576,1048576,0,0,0,0,1995508,371240,106516,106328,713236,106328,606908,26272,24180,0,0,0,65946132,4284932,34359738367,535736,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619096.000710,600855,21068467,0,131892268,126909740,126496624,0,485968,0,79300,1832632,26080,1580844,53220,251788,1048576,1048576,0,0,0,0,2473428,462000,179920,106328,718020,106328,611692,26816,35048,0,0,0,65946132,5191660,34359738367,536872,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619097.002284,600855,21068467,0,131892268,126698888,126294740,0,506728,0,83172,2046180,28796,1777836,54376,268344,1048576,1048576,0,0,1528,0,2672008,479300,183860,106552,718288,106552,611736,27808,37892,0,0,0,65946132,5422148,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619098.000708,600855,21068467,0,131892268,126695280,126291664,0,507576,0,83620,2049960,29252,1780548,54368,269412,1048576,1048576,0,0,84,0,2674756,479912,184116,106552,718124,106552,611572,27840,37900,0,0,0,65946132,5429464,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619099.001930,600855,21068467,0,131892268,126471828,126072068,0,515732,0,89468,2265148,35100,1988024,54368,277124,1048576,1048576,0,0,224,0,2889324,488436,183980,106552,718140,106552,611588,27840,38648,0,0,0,65946132,5651020,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619100.002010,600855,21068467,0,131892268,126432712,126033624,0,516884,0,104880,2289512,50512,2011044,54368,278468,1048576,1048576,0,0,224,0,2927292,489468,183980,106552,718140,106552,611588,27840,38748,0,0,0,65946132,5758000,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619101.001822,600855,21068467,0,131892268,126284620,125886692,0,519360,0,118040,2423808,63672,2143016,54368,280792,1048576,1048576,0,0,224,0,3072000,491212,183980,106552,718144,106552,611592,27840,39468,0,0,0,65946132,6158064,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619102.002245,600855,21068467,0,131892268,125586404,125194136,0,530540,0,131168,3108328,76800,2816220,54368,292108,1048576,1048576,0,0,228,0,3759200,502004,183980,106552,718160,106552,611608,27840,40844,0,0,0,65946132,6902992,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619103.001343,600855,21068467,0,131892268,125565600,125175004,0,534348,0,136344,3123956,81976,2828504,54368,295452,1048576,1048576,0,0,228,0,3775732,505260,183980,106552,718160,106552,611608,27840,41052,0,0,0,65946132,6911972,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619104.001690,600855,21068467,0,131892268,125565560,125175080,0,534632,0,136404,3124136,82032,2828452,54372,295684,1048576,1048576,0,0,404,0,3775732,505372,184044,106552,718168,106552,611616,27840,41068,0,0,0,65946132,6911972,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619105.002019,600855,21068467,0,131892268,125565616,125175196,0,534756,0,136404,3124256,82032,2828452,54372,295804,1048576,1048576,0,0,512,0,3775732,505372,184044,106552,718168,106552,611616,27840,41068,0,0,0,65946132,6911972,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619106.001059,600855,21068467,0,131892268,125565644,125175304,0,534920,0,136468,3124348,82088,2828392,54380,295956,1048576,1048576,0,0,656,0,3775732,505372,184044,106552,718168,106552,611616,27840,41068,0,0,0,65946132,6911972,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619107.001341,600855,21068467,0,131892268,125565724,125175476,0,535068,0,136472,3124516,82088,2828384,54384,296132,1048576,1048576,0,0,788,0,3775732,505372,184044,106552,718172,106552,611620,27840,41068,0,0,0,65946132,6911972,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619108.000897,600855,21068467,0,131892268,125566100,125175956,0,535264,0,136488,3124800,82088,2828476,54400,296324,1048576,1048576,0,0,404,0,3775732,505436,184108,106552,718172,106552,611620,27840,41068,0,0,0,65946132,6911972,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619109.001933,600855,21068467,0,131892268,125565692,125175616,0,535396,0,136540,3124888,82140,2828424,54400,296464,1048576,1048576,0,0,148,0,3775732,505436,184108,106552,718176,106552,611624,27840,41068,0,0,0,65946132,6911972,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619110.000863,600855,21068467,0,131892268,124997460,124608924,0,538472,0,136968,3692324,82544,3392804,54424,299520,1048576,1048576,0,0,392,0,4340108,508392,184340,106552,718128,106552,611576,27840,41912,0,0,0,65946132,7247916,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619111.000920,600855,21068467,0,131892268,124995776,124608060,0,540652,0,136996,3694540,82572,3393384,54424,301156,1048576,1048576,0,0,1780,0,4340112,509092,184856,106552,718096,106552,611544,27840,41912,0,0,0,65946132,7246948,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619112.001703,600855,21068467,0,131892268,124994700,124607412,0,541972,0,137012,3695804,82588,3393788,54424,302016,1048576,1048576,0,0,2632,0,4340112,509528,185304,106552,718096,106552,611544,27840,41912,0,0,0,65946132,7250664,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619113.001920,600855,21068467,0,131892268,124993376,124606588,0,543456,0,137100,3697204,82676,3394192,54424,303012,1048576,1048576,0,0,3620,0,4340112,509988,185768,106552,718136,106552,611584,27840,41912,0,0,0,65946132,7254256,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619114.001275,600855,21068467,0,131892268,124992256,124605956,0,544808,0,137120,3698624,82692,3394640,54428,303984,1048576,1048576,0,0,4396,0,4340112,510540,186304,106552,718248,106552,611696,27840,41912,0,0,0,65946132,7259284,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619115.000956,600855,21068467,0,131892268,124990360,124604696,0,546632,0,137176,3700380,82748,3395120,54428,305260,1048576,1048576,0,0,5656,0,4340112,511064,186832,106552,718376,106552,611824,27840,41912,0,0,0,65946132,7259476,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619116.001708,600855,21068467,0,131892268,124988476,124603340,0,547904,0,138696,3700156,84244,3393872,54452,306284,1048576,1048576,0,0,6212,0,4340112,511728,187120,106560,718468,106560,611908,27840,41912,0,0,0,65946132,7270348,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619117.001935,600855,21068467,0,131892268,124912688,124527944,0,548796,0,139264,3775176,84820,3468104,54444,307072,1048576,1048576,0,0,6900,0,4415768,511728,187120,106560,718328,106560,611768,27840,41932,0,0,0,65946132,7299736,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619118.001695,600855,21068467,0,131892268,124661776,124277480,0,549628,0,147876,4017308,93424,3709344,54452,307964,1048576,1048576,0,0,7840,0,4664820,511988,187144,106560,718360,106560,611800,27840,42572,0,0,0,65946132,7575804,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619119.001937,600855,21068467,0,131892268,124423288,124039124,0,549748,0,156352,4244956,101908,3936720,54444,308236,1048576,1048576,0,0,8056,0,4903544,511904,187060,106560,718904,106560,612344,27840,42832,0,0,0,65946132,7811960,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619120.001735,600855,21068467,0,131892268,123447568,123074172,0,572296,0,159552,5215832,103620,4887552,55932,328280,1048576,1048576,0,0,25940,0,5853444,514376,187016,106560,718412,106560,611852,27840,44960,0,0,0,65946132,8811108,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619121.001798,600855,21068467,0,131892268,123292964,122938492,0,609548,0,165536,5365556,103712,5005316,61824,360240,1048576,1048576,0,0,64528,0,5971604,515608,187016,106560,719076,106560,612516,27840,45228,0,0,0,65946132,8963068,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619122.001960,600855,21068467,0,131892268,123237972,122883928,0,610232,0,166748,5419356,104708,5058476,62040,360880,1048576,1048576,0,0,64564,0,6025892,516048,187016,106560,719084,106560,612524,27840,45360,0,0,0,65946132,8995984,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619123.001710,600855,21068467,0,131892268,123237996,122883984,0,610252,0,166748,5419428,104708,5058488,62040,360940,1048576,1048576,0,0,64584,0,6025904,516048,187016,106560,719092,106560,612532,27840,45360,0,0,0,65946132,8995984,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619124.002167,600855,21068467,0,131892268,123239196,122885292,0,610472,0,168480,5417920,106324,5056876,62156,361044,1048576,1048576,0,0,0,0,6025920,516048,187016,106560,717208,106560,610648,27840,45364,0,0,0,65946132,8995984,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619125.001646,600855,21068467,0,131892268,123239200,122885296,0,610508,0,168480,5417920,106324,5056876,62156,361044,1048576,1048576,0,0,52,0,6025924,516048,187016,106560,717208,106560,610648,27840,45364,0,0,0,65946132,8995984,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619126.001735,600855,21068467,0,131892268,123239200,122885296,0,610524,0,168480,5417920,106324,5056876,62156,361044,1048576,1048576,0,0,68,0,6025924,516048,187016,106560,717208,106560,610648,27840,45364,0,0,0,65946132,8995984,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619127.002153,600855,21068467,0,131892268,123238988,122885228,0,610776,0,168780,5417912,106616,5056592,62164,361320,1048576,1048576,0,0,112,0,6025924,516052,187020,106560,717224,106560,610664,27840,45364,0,0,0,65946132,8995984,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619128.001608,600855,21068467,0,131892268,123192252,122872808,0,656416,0,170512,5461124,106860,5056740,63652,404384,1048576,1048576,0,0,45036,0,6025844,516052,187020,106560,717852,106560,611292,27856,45364,0,0,0,65946132,8992116,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619129.001703,600855,21068467,0,131892268,123189716,122873416,0,659136,0,171328,5463500,106860,5056788,64468,406712,1048576,1048576,0,0,49216,0,6025844,516052,187020,106560,717948,106560,611388,27856,45364,0,0,0,65946132,8992116,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619130.002156,600855,21068467,0,131892268,123189464,122873384,0,659376,0,171528,5463520,106988,5056660,64540,406860,1048576,1048576,0,0,49252,0,6025856,516052,187020,106560,717948,106560,611388,27856,45364,0,0,0,65946132,8992116,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619131.001961,600855,21068467,0,131892268,123189476,122873396,0,659396,0,171528,5463520,106988,5056660,64540,406860,1048576,1048576,0,0,49272,0,6025856,516052,187020,106560,717948,106560,611388,27856,45364,0,0,0,65946132,8992116,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619132.002033,600855,21068467,0,131892268,123189232,122873240,0,659484,0,171856,5463276,107232,5056412,64624,406864,1048576,1048576,0,0,49360,0,6025856,516052,187020,106560,717948,106560,611388,27856,45364,0,0,0,65946132,8992116,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619133.000936,600855,21068467,0,131892268,123189220,122873476,0,659656,0,171912,5463528,107232,5056472,64680,407056,1048576,1048576,0,0,49328,0,6025916,516052,187020,106560,717948,106560,611388,27856,45368,0,0,0,65946132,8992116,34359738367,537016,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
