timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,KReclaimable,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,FileHugePages,FilePmdMapped,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,Hugetlb,DirectMap4k,DirectMap2M,DirectMap1G
1744061761.001494,600039,21131155,0,131892256,128650396,128122576,0,136568,0,55476,599592,6832,550356,48644,49236,1048576,1048576,0,0,164,0,1567364,230104,38632,84460,590956,84460,506496,23168,10932,0,0,0,65946128,3925072,34359738367,509804,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
1744061762.001615,600039,21131155,0,131892256,128630916,128106792,0,144336,0,55584,617804,6832,561444,48752,56360,1048576,1048576,0,0,164,0,1578396,232760,38636,84620,591140,84620,506520,23168,10964,0,0,0,65946128,3940448,34359738367,509804,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
1744061763.002318,600039,21131155,0,131892256,128606200,128092004,0,163528,0,56012,642024,6832,566684,49180,75340,1048576,1048576,0,0,164,0,1583368,241608,38888,85072,591680,85072,506608,23168,11016,0,0,0,65946128,3940448,34359738367,509804,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
1744061764.001390,600039,21131155,0,131892256,128591512,128082912,0,174504,0,56108,657072,6832,570832,49276,86240,1048576,1048576,0,0,0,0,1587516,245804,38888,85264,591916,85264,506652,23168,11036,0,0,0,65946128,3947660,34359738367,509804,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
1744061765.002026,600039,21131155,0,131892256,128566532,128063096,0,184528,0,56260,681040,6832,584944,49428,96096,1048576,1048576,0,0,0,0,1601632,249404,38888,85584,592256,85584,506672,23168,11080,0,0,0,65946128,3962808,34359738367,509804,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
1744061766.001114,600039,21131155,0,131892256,128550112,128049560,0,190288,0,56536,697616,6832,596088,49704,101528,1048576,1048576,0,0,0,0,1612772,250580,38888,85648,592332,85648,506684,23168,11112,0,0,0,65946128,3970036,34359738367,509804,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
1744061767.000677,600039,21131155,0,131892256,128453088,127971800,0,227840,0,57592,780152,7320,641884,50272,138268,1048576,1048576,0,0,76,0,1659132,258396,39108,86860,596184,86860,509324,23488,17616,0,0,0,65946128,4088048,34359738367,510460,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
1744061768.001758,600039,21131155,0,131892256,128377872,127926948,0,288536,0,58208,853460,7384,655160,50824,198300,1048576,1048576,0,0,76,0,1672284,296240,39108,87004,595948,87004,508944,23504,21076,0,0,0,65946128,4088048,34359738367,510460,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
1744061769.001543,600039,21131155,0,131892256,128262352,127835928,0,345356,0,58476,961448,7388,714596,51088,246852,1048576,1048576,0,0,76,0,1723736,337412,47392,87188,596320,87188,509132,24016,27160,0,0,0,65946128,4214404,34359738367,510684,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
1744061770.001475,600039,21131155,0,131892256,127391628,126976192,0,435276,0,60304,1678200,7580,1411840,52724,266360,1048576,1048576,0,0,1056,0,2352884,420548,116008,88020,602868,88020,514848,25280,35372,0,0,0,65946128,5327340,34359738367,511788,0,52480,0,1116160,0,0,0,0,0,0,0,0,2048,0,349456,10039296,125829120
