timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,KReclaimable,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,FileHugePages,FilePmdMapped,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,Hugetlb,DirectMap4k,DirectMap2M,DirectMap1G
1744061761.001506,600038,21131154,0,131892248,128625788,128101252,0,136440,0,55048,621388,6536,572216,48512,49172,1048576,1048576,0,0,164,0,1588956,237864,38628,91220,579592,91220,488372,23536,11020,0,0,0,65946124,3903496,34359738367,518396,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061762.001600,600038,21131154,0,131892248,128607812,128087292,0,144476,0,55400,639084,6536,582228,48864,56856,1048576,1048576,0,0,164,0,1598972,240856,38628,91220,579524,91220,488304,23536,11064,0,0,0,65946124,3918872,34359738367,518396,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061763.002248,600038,21131154,0,131892248,128584508,128073448,0,163412,0,55588,661396,6540,586032,49048,75364,1048576,1048576,0,0,164,0,1602464,249328,38884,91444,579908,91444,488464,23536,11096,0,0,0,65946124,3918872,34359738367,518396,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061764.001328,600038,21131154,0,131892248,128570232,128064684,0,174344,0,55652,676324,6540,590060,49112,86264,1048576,1048576,0,0,164,0,1606492,253192,38884,91508,579920,91508,488412,23536,11104,0,0,0,65946124,3926108,34359738367,518396,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061765.002056,600038,21131154,0,131892248,128545184,128044696,0,184520,0,55832,700420,6540,604668,49292,95752,1048576,1048576,0,0,164,0,1621136,256892,38884,91956,580384,91956,488428,23536,11152,0,0,0,65946124,3933560,34359738367,518396,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061766.001159,600038,21131154,0,131892248,128528944,128031516,0,190116,0,56104,716792,6540,615256,49564,101536,1048576,1048576,0,0,164,0,1631684,258144,38884,92020,580460,92020,488440,23536,11180,0,0,0,65946124,3948312,34359738367,518396,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061767.001213,600038,21131154,0,131892248,128432436,127954368,0,228772,0,56740,801580,6648,661948,50092,139632,1048576,1048576,0,0,236,0,1678336,266480,38888,92116,582888,92116,490772,23808,17116,0,0,0,65946124,4062264,34359738367,519052,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061768.001358,600038,21131154,0,131892248,128359568,127910696,0,287128,0,57804,870668,7088,673616,50716,197052,1048576,1048576,0,0,236,0,1690500,303672,39116,92468,582852,92468,490384,23856,20792,0,0,0,65946124,4062264,34359738367,519052,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061769.002054,600038,21131154,0,131892248,128244032,127819636,0,344200,0,58056,979492,7096,733732,50960,245760,1048576,1048576,0,0,236,0,1742860,346192,47384,92468,583076,92468,490608,24368,27112,0,0,0,65946124,4174128,34359738367,519260,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061770.001113,600038,21131154,0,131892248,127371816,126958744,0,434972,0,59876,1698168,7292,1432052,52584,266116,1048576,1048576,0,0,192,0,2372844,429892,116136,93132,588632,93132,495500,25712,35896,0,0,0,65946124,5299708,34359738367,520492,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061771.001045,600038,21131154,0,131892248,127154824,126747608,0,447276,0,70504,1902696,15844,1627128,54660,275568,1048576,1048576,0,0,344,0,2576448,439736,116652,93316,588268,93316,494952,25680,37396,0,0,0,65946124,5530316,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061772.000792,600038,21131154,0,131892248,127066600,126660756,0,449700,0,86056,1976900,31368,1698612,54688,278288,1048576,1048576,0,0,344,0,2662928,442332,116644,93316,588240,93316,494924,25680,37712,0,0,0,65946124,5625032,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061773.001930,600038,21131154,0,131892248,127003904,126598864,0,451380,0,94344,2028620,39656,1748724,54688,279896,1048576,1048576,0,0,344,0,2724380,443572,116644,93316,588240,93316,494924,25680,38132,0,0,0,65946124,6023824,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061774.001460,600038,21131154,0,131892248,126502780,126103016,0,461988,0,111588,2513324,56900,2222880,54688,290444,1048576,1048576,0,0,348,0,3213144,453616,116644,93316,588260,93316,494944,25680,39252,0,0,0,65946124,6515808,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061775.001192,600038,21131154,0,131892248,126227632,125830384,0,467288,0,119716,2779620,65028,2484140,54688,295480,1048576,1048576,0,0,380,0,3481916,458588,116644,93316,588268,93316,494952,25680,39908,0,0,0,65946124,6793436,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061776.001265,600038,21131154,0,131892248,126227660,125830648,0,467656,0,119716,2780100,65028,2484148,54688,295952,1048576,1048576,0,0,496,0,3481932,458828,116648,93316,588268,93316,494952,25680,39908,0,0,0,65946124,6793436,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061777.001652,600038,21131154,0,131892248,126227788,125830836,0,467848,0,119716,2780220,65028,2484148,54688,296072,1048576,1048576,0,0,612,0,3481972,458888,116708,93316,588252,93316,494936,25680,39908,0,0,0,65946124,6793436,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061778.002084,600038,21131154,0,131892248,126227952,125831060,0,467980,0,119716,2780340,65028,2484148,54688,296192,1048576,1048576,0,0,728,0,3481972,458888,116708,93316,588252,93316,494936,25680,39908,0,0,0,65946124,6793436,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061779.000950,600038,21131154,0,131892248,126227852,125831020,0,468124,0,119716,2780460,65028,2484148,54688,296312,1048576,1048576,0,0,852,0,3481972,458888,116708,93316,588268,93316,494952,25680,39908,0,0,0,65946124,6793436,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061780.001250,600038,21131154,0,131892248,126227756,125831036,0,468332,0,119720,2780732,65028,2484204,54692,296528,1048576,1048576,0,0,988,0,3481972,458944,116764,93316,588284,93316,494968,25680,39908,0,0,0,65946124,6793436,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061781.001559,600038,21131154,0,131892248,126227844,125831188,0,468476,0,119720,2780912,65028,2484252,54692,296660,1048576,1048576,0,0,1108,0,3481972,458952,116772,93316,588284,93316,494968,25680,39908,0,0,0,65946124,6793436,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061782.001630,600038,21131154,0,131892248,125655304,125259924,0,470948,0,119964,3352296,65236,3053124,54728,299172,1048576,1048576,0,0,132,0,4050952,461428,116832,93316,588124,93316,494808,25680,40692,0,0,0,65946124,7103184,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061783.002167,600038,21131154,0,131892248,125653444,125258960,0,473144,0,120348,3354820,65612,3053860,54736,300960,1048576,1048576,0,0,268,8,4051400,462300,117292,93316,588268,93316,494952,25680,40812,0,0,0,65946124,7103240,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061784.000964,600038,21131154,0,131892248,125652648,125258828,0,475020,0,120340,3356752,65604,3054464,54736,302288,1048576,1048576,0,0,404,4,4051432,463000,117848,93316,588380,93316,495064,25680,40812,0,0,0,65946124,7110544,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061785.001558,600038,21131154,0,131892248,125651360,125258092,0,476744,0,120336,3358444,65600,3055052,54736,303392,1048576,1048576,0,0,424,0,4051440,463596,118440,93316,588300,93316,494984,25680,40804,0,0,0,65946124,7113584,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061786.000998,600038,21131154,0,131892248,125649372,125256928,0,478960,0,120340,3360776,65604,3055740,54736,305036,1048576,1048576,0,0,756,72,4051448,464276,119120,93316,588540,93316,495224,25680,40812,0,0,0,65946124,7113660,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061787.001278,600038,21131154,0,131892248,125647228,125255696,0,481280,0,120376,3363100,65636,3056240,54740,306860,1048576,1048576,0,0,496,0,4051456,464748,119596,93316,588492,93316,495176,25680,40812,0,0,0,65946124,7124972,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061788.001375,600038,21131154,0,131892248,125321512,124931448,0,484532,0,130052,3678700,75308,3368912,54744,309788,1048576,1048576,0,0,756,0,4373768,465676,119924,93316,588668,93316,495352,25680,41436,0,0,0,65946124,7447856,34359738367,520524,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061789.002010,600038,21131154,0,131892248,123995760,123605848,0,484864,0,141972,4988960,87228,4678864,54744,310096,1048576,1048576,0,0,916,0,5695600,465812,119908,93316,588588,93316,495272,25680,43516,0,0,0,65946124,8815208,34359738367,520540,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061790.001123,600038,21131154,0,131892248,123959284,123598824,0,544156,0,150400,5014172,88184,4652644,62216,361528,1048576,1048576,0,0,17244,0,5670120,469140,119908,93316,592572,93316,499256,25696,44092,0,0,0,65946124,8859040,34359738367,520540,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061791.002084,600038,21131154,0,131892248,123899968,123540032,0,545072,0,151416,5072192,88992,4709824,62424,362368,1048576,1048576,0,0,17632,0,5728564,469664,119912,93316,592688,93316,499372,25696,44192,0,0,0,65946124,8916460,34359738367,520540,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061792.001605,600038,21131154,0,131892248,123897872,123537944,0,545084,0,151416,5074256,88992,4711876,62424,362380,1048576,1048576,0,0,17644,0,5730620,469684,119912,93316,592688,93316,499372,25696,44264,0,0,0,65946124,8916460,34359738367,520540,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061793.001713,600038,21131154,0,131892248,123897660,123537868,0,545336,0,153220,5072720,90664,4710200,62556,362520,1048576,1048576,0,0,17896,0,5730620,469684,119912,93316,592720,93316,499404,25696,44264,0,0,0,65946124,8916460,34359738367,520540,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061794.001080,600038,21131154,0,131892248,123897716,123537924,0,545352,0,153220,5072720,90664,4710200,62556,362520,1048576,1048576,0,0,17912,0,5730620,469684,119912,93316,592720,93316,499404,25696,44264,0,0,0,65946124,8916460,34359738367,520540,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061795.001641,600038,21131154,0,131892248,123897532,123537740,0,545372,0,153220,5072720,90664,4710200,62556,362520,1048576,1048576,0,0,16976,384,5730620,469684,119912,93316,592896,93316,499580,25696,44264,0,0,0,65946124,8916460,34359738367,520540,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061796.001774,600038,21131154,0,131892248,123897420,123537784,0,545616,0,153340,5072916,90784,4710080,62556,362836,1048576,1048576,0,0,17224,0,5730644,469684,119912,93316,592784,93316,499468,25696,44268,0,0,0,65946124,8916460,34359738367,520540,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
1744061797.001305,600038,21131154,0,131892248,123844444,123522644,0,593276,0,155828,5119264,91060,4711524,64768,407740,1048576,1048576,0,0,28276,0,5731888,469684,119912,93316,596544,93316,503228,25696,44268,0,0,0,65946124,8920940,34359738367,520540,0,52800,0,1116160,0,0,0,0,0,0,0,0,2048,0,376080,15255552,120586240
