timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,KReclaimable,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,FileHugePages,FilePmdMapped,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,Hugetlb,DirectMap4k,DirectMap2M,DirectMap1G
1743619781.001743,600855,21068469,0,131892268,127885324,127390576,0,248428,0,76504,1039092,25536,947960,50968,91132,1048576,1048576,0,0,0,0,1915892,303060,106284,105968,709220,105968,603252,25920,12560,0,0,0,65946132,4171452,34359738367,535256,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619782.002265,600855,21068469,0,131892268,127865216,127374472,0,256784,0,76764,1058820,25536,960132,51228,98688,1048576,1048576,0,0,0,0,1928060,305888,106284,106160,709496,106160,603336,25920,12596,0,0,0,65946132,4179172,34359738367,535256,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619783.001392,600855,21068469,0,131892268,127850212,127362484,0,262236,0,76816,1074080,25536,969508,51280,104572,1048576,1048576,0,0,4,0,1937432,306352,106284,106256,709668,106256,603412,25904,12632,0,0,0,65946132,4207488,34359738367,535256,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619784.002090,600855,21068469,0,131892268,127828656,127350528,0,281368,0,76852,1095016,25536,971288,51316,123728,1048576,1048576,0,0,8,0,1939212,307864,106284,106260,709720,106260,603460,25920,12624,0,0,0,65946132,4190236,34359738367,535272,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619785.001738,600855,21068469,0,131892268,127770016,127297424,0,292460,0,78420,1144876,26076,1011520,52344,133356,1048576,1048576,0,0,0,0,1979904,311528,106504,106676,711052,106676,604376,26256,17144,0,0,0,65946132,4285496,34359738367,535912,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619786.001902,600855,21068469,0,131892268,127719436,127266556,0,332036,0,78424,1192860,26076,1020080,52348,172780,1048576,1048576,0,0,0,0,1988580,335692,106516,106676,711108,106676,604432,26288,20880,0,0,0,65946132,4285496,34359738367,535928,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619787.001526,600855,21068469,0,131892268,127686976,127247660,0,359144,0,78424,1224156,26076,1024248,52348,199908,1048576,1048576,0,0,0,0,1992608,353176,106516,106676,711116,106676,604440,26288,22752,0,0,0,65946132,4285496,34359738367,535928,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619788.002076,600855,21068469,0,131892268,127669756,127237668,0,373532,0,78424,1241316,26076,1026956,52348,214360,1048576,1048576,0,0,0,0,1995436,363720,106516,106676,711116,106676,604440,26304,23340,0,0,0,65946132,4285496,34359738367,535928,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619789.001234,600855,21068469,0,131892268,127644276,127222948,0,395060,0,78424,1263348,26076,1027468,52348,235880,1048576,1048576,0,0,0,0,1996016,378020,106516,106676,711120,106676,604444,26304,24088,0,0,0,65946132,4285496,34359738367,535928,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619790.001712,600855,21068469,0,131892268,126911072,126499492,0,490956,0,79600,1837496,26088,1583540,53512,253956,1048576,1048576,0,0,0,0,2476260,466108,182368,106932,717648,106932,610716,27360,35504,0,0,0,65946132,5203024,34359738367,536904,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619791.002045,600855,21068469,0,131892268,126700264,126295968,0,505592,0,81552,2047208,27252,1779856,54300,267352,1048576,1048576,0,0,1328,0,2672248,478816,183772,107316,719184,107316,611868,27840,37892,0,0,0,65946132,5444184,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619792.000703,600855,21068469,0,131892268,126699176,126295172,0,506400,0,83444,2046288,29140,1778356,54304,267932,1048576,1048576,0,0,1744,0,2672248,479580,184088,107316,718848,107316,611532,27840,37892,0,0,0,65946132,5444184,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619793.002208,600855,21068469,0,131892268,126491916,126090492,0,511756,0,88944,2246964,34636,1973872,54308,273092,1048576,1048576,0,0,2104,0,2873428,484620,183996,107316,718744,107316,611428,27840,38560,0,0,0,65946132,5651276,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619794.001333,600855,21068469,0,131892268,126402596,126003412,0,515924,0,103992,2322180,49684,2044612,54308,277568,1048576,1048576,0,0,88,496,2959660,489468,183980,107316,718780,107316,611464,27840,38828,0,0,0,65946132,5733872,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619795.001892,600855,21068469,0,131892268,126354912,125956520,0,517604,0,112520,2359324,58212,2080172,54308,279152,1048576,1048576,0,0,4,0,3005752,490560,183980,107316,718780,107316,611464,27840,39268,0,0,0,65946132,6148324,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619796.001965,600855,21068469,0,131892268,125693580,125300364,0,527960,0,131960,2999260,77652,2709752,54308,289508,1048576,1048576,0,0,8,0,3653776,500924,183980,107316,718804,107316,611488,27840,40584,0,0,0,65946132,6774744,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619797.001470,600855,21068469,0,131892268,125567776,125177248,0,533476,0,138400,3120140,84092,2825256,54308,294884,1048576,1048576,0,0,8,0,3774404,505724,183980,107316,718808,107316,611492,27856,41064,0,0,0,65946132,6923192,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619798.001568,600855,21068469,0,131892268,125567688,125177312,0,533816,0,138400,3120432,84092,2825248,54308,295184,1048576,1048576,0,0,156,0,3774404,505860,183984,107316,718808,107316,611492,27856,41064,0,0,0,65946132,6923192,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619799.002205,600855,21068469,0,131892268,125567736,125177420,0,533980,0,138400,3120552,84092,2825248,54308,295304,1048576,1048576,0,0,244,0,3774404,505920,184044,107316,718808,107316,611492,27856,41064,0,0,0,65946132,6923192,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
1743619800.001333,600855,21068469,0,131892268,125567680,125177424,0,534140,0,138384,3120672,84076,2825248,54308,295424,1048576,1048576,0,0,388,0,3774404,505920,184044,107316,718808,107316,611492,27856,41064,0,0,0,65946132,6923192,34359738367,537112,0,62720,0,1126400,0,0,0,0,0,0,0,0,2048,0,488720,42405888,93323264
