timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1694922580.008002,600015,17209747,0,131928928,120101784,121766008,0,1646584,0,5728224,1635952,4814104,422192,914120,1213760,1048576,1048576,0,0,6224,7584,5862152,355500,423108,742592,99668,642924,26176,19904,0,0,0,65964464,6261696,34359738367,1383336,34291036336,17920,4,0,0,0,0,0,0,0,2048,797968,79845376,55574528
1694922580.008564,600003,17209747,0,131928928,122509980,123334156,0,1325080,0,4173128,1307452,4153720,32868,19408,1274584,1048576,1048576,0,0,5824,8128,5202060,149868,33380,630380,88472,541908,22000,17064,0,0,0,65964464,5678884,34359738367,1260096,34291322520,17920,0,1107968,0,0,0,0,0,0,2048,296208,15335424,120586240
1694922580.010353,600009,17209747,0,131928928,123610152,123690296,0,593568,0,4081056,575424,4062612,32348,18444,543076,1048576,1048576,0,0,6016,3008,5113020,115720,33068,410424,64232,346192,19648,16032,0,0,0,65964464,5584504,34359738367,1227232,34291389520,17920,0,1107968,0,0,0,0,0,0,2048,230672,7012352,128974848
1694922580.011226,600011,17209747,0,131928928,120456680,121528080,0,1815840,0,5124080,1800888,5113164,276492,10916,1524396,1048576,1048576,0,0,6928,3968,6155188,375104,284068,806104,103608,702496,27584,21096,0,0,0,65964464,3490264,34359738367,1391552,34290955560,18880,0,0,0,0,0,0,0,0,2048,990480,67069952,68157440
1694922580.013169,600005,17209747,0,131928928,121944760,123543792,0,1141348,0,5102584,1124948,4115876,33888,986708,1091060,1048576,1048576,0,0,14288,0,5159268,124356,36384,498856,69512,429344,28400,17588,0,0,0,65964464,5573780,34359738367,1235448,34291403448,17920,0,1107968,0,0,0,0,0,0,2048,230672,5963776,130023424
1694922580.014066,600008,17209747,0,131928928,122917340,123517516,0,1098012,0,4085720,1080880,4050908,32860,34812,1048020,1048576,1048576,0,0,8404,1904,5099284,116672,33364,483932,63752,420180,19360,16124,0,0,0,65964464,5584608,34359738367,1227232,34291245172,17920,0,1107968,0,0,0,0,0,0,2048,242960,4902912,131072000
1694922580.015031,600010,17209747,0,131928928,121904484,123360140,0,806280,0,5320388,786704,4135084,32364,1185304,754340,1048576,1048576,0,0,5108,9712,5182820,127400,33484,481364,59968,421396,19696,16700,0,0,0,65964464,5606336,34359738367,1235448,34291181964,17920,0,1107968,0,0,0,0,0,0,2048,210192,4935680,131072000
1694922581.001022,600009,17209747,0,131928928,121670244,123473736,0,2314500,0,4083872,2295656,4064392,32844,19480,2262812,1048576,1048576,0,0,6612,11072,5112676,116728,33364,630420,69384,561036,19680,16156,0,0,0,65964464,5584504,34359738367,1227232,34291389520,17920,0,1107968,0,0,0,0,0,0,2048,230672,7012352,128974848
1694922581.001033,600001,17209747,0,131928928,119486644,121847748,0,2951944,0,4560352,2939684,4549492,193364,10860,2746320,1048592,1048592,0,0,8080,7220,5596884,295292,194144,1120424,230600,889824,78640,61408,0,0,0,65964464,16754980,34359738367,1395968,34291019796,17920,0,1118208,0,0,0,0,0,0,2048,322832,35231744,100663296
1694922581.001237,600010,17209747,0,131928928,120059420,123152308,0,2439752,0,5320732,2420440,4135420,32364,1185312,2388076,1048576,1048576,0,0,5396,3648,5183204,127404,33484,692084,65824,626260,19696,16700,0,0,0,65964464,5606336,34359738367,1235448,34291181964,17920,0,1107968,0,0,0,0,0,0,2048,210192,4935680,131072000
1694922581.001377,600005,17209747,0,131928928,120075664,123328632,0,2791236,0,5102584,2775044,4115876,33888,986708,2741156,1048576,1048576,0,0,10528,960,5159268,124356,36384,717560,77192,640368,28400,17588,0,0,0,65964464,5573780,34359738367,1235448,34291403332,17920,0,1107968,0,0,0,0,0,0,2048,230672,5963776,130023424
1694922581.001702,600014,17209747,0,131928928,120201880,122003172,0,2778452,0,4651248,2758992,4631780,503808,19468,2255184,1048576,1048576,0,0,6016,2256,5682480,161864,504692,747824,80104,667720,23424,17276,0,0,0,65964464,6206500,34359738367,1235448,34291213984,18880,0,0,0,0,0,0,0,0,2048,998672,55527424,79691776
1694922581.001768,600007,17209747,0,131928928,120435208,123318812,0,3394056,0,4096756,3375980,4078348,32912,18408,3343068,1048576,1048576,0,0,5972,6688,5126712,116688,33376,777704,72360,705344,19376,15892,0,0,0,65964464,5479260,34359738367,1227232,34291237168,17920,0,1107968,0,0,0,0,0,0,2048,230672,7012352,128974848
1694922581.001821,600008,17209747,0,131928928,121022752,123301068,0,2772560,0,4085748,2755700,4050916,32856,34832,2722844,1048576,1048576,0,0,7480,2592,5099288,116672,33364,705884,71464,634420,19408,16124,0,0,0,65964464,5584608,34359738367,1227232,34291245056,17920,0,1107968,0,0,0,0,0,0,2048,242960,4902912,131072000
1694922581.001899,600004,17209747,0,131928928,118897072,121059792,0,3050540,0,5269952,3041160,5257652,430592,12300,2610568,1048576,1048576,0,0,6640,2128,6306584,271356,431092,973996,108792,865204,27824,20264,0,0,0,65964464,0,34359738367,1395972,34290194216,18880,0,0,0,0,0,0,0,0,2048,976144,72327168,62914560
1694922581.002036,600003,17209747,0,131928928,120613680,123120524,0,3004476,0,4173176,2986852,4153736,32864,19440,2953988,1048576,1048576,0,0,6456,1616,5202064,149868,33380,848956,96024,752932,22000,17064,0,0,0,65964464,5678884,34359738367,1260096,34291322520,17920,0,1107968,0,0,0,0,0,0,2048,296208,15335424,120586240
1694922581.002074,600015,17209747,0,131928928,118241320,121554564,0,3292280,0,5728296,3284884,4814132,422196,914164,2862688,1048576,1048576,0,0,3988,1024,5862156,355500,423116,959024,105364,853660,26176,19904,0,0,0,65964464,6261696,34359738367,1383336,34291036336,17920,4,0,0,0,0,0,0,0,2048,797968,79845376,55574528
1694922581.002119,600002,17209747,0,131928928,118965068,120523244,0,2483720,0,5583180,2474868,5572920,517976,10260,1956892,1048576,1048576,0,0,5288,3824,6621076,285512,518660,1162376,210012,952364,28496,21220,0,0,0,65964464,6953988,34359738367,1399768,34291039736,18880,0,0,0,0,0,0,0,0,2048,1099024,116244480,18874368
1694922581.002119,600006,17209747,0,131928928,119440108,121154188,0,2589752,0,5304160,2583168,5294960,414440,9200,2168728,1048576,1048576,0,0,2608,4512,6342968,302820,415360,864848,103628,761220,28544,20992,0,0,0,65964464,1987616,34359738367,1391552,34291012300,18880,0,0,0,0,0,0,0,0,2048,1334544,109717504,25165824
1694922581.002200,600011,17209747,0,131928928,118631976,121322376,0,3431136,0,5124080,3415200,5113164,276492,10916,3138708,1048576,1048576,0,0,9184,5472,6155188,375104,284068,1014488,110776,903712,27584,21096,0,0,0,65964464,3490264,34359738367,1391552,34290955560,18880,0,0,0,0,0,0,0,0,2048,990480,67069952,68157440
1694922581.002229,600016,17209747,0,131928928,119007832,121855676,0,3145188,0,5409996,3120792,4676904,537128,733092,2583664,1048576,1048576,0,0,8616,15120,5724984,217688,537828,802008,89160,712848,22512,18384,0,0,0,65964464,6220248,34359738367,1276528,34291212348,18880,0,0,0,0,0,0,0,0,2048,918800,40927232,94371840
1694922581.002335,600013,17209747,0,131928928,120334828,122043428,0,2626508,0,4691904,2606812,4670432,446852,21472,2159960,1048576,1048576,0,0,9272,2176,5718520,241572,447588,735784,83400,652384,23344,18536,0,0,0,65964464,6108840,34359738367,1243664,34291236176,17920,0,0,0,0,0,0,0,0,2048,990480,46098432,89128960
1694922581.002636,600012,17209747,0,131928928,118851240,120747748,0,2823424,0,5595600,2817976,5592840,463888,2760,2354088,1048576,1048576,0,0,9120,1408,6637996,265476,464356,916520,110712,805808,30816,24928,0,0,0,65964464,6991936,34359738367,1391552,34291051328,17920,0,0,0,0,0,0,0,0,2048,939280,47198208,88080384
1694922582.000854,600007,17209747,0,131928928,118661992,122078620,0,3926016,0,6487200,2688296,5248988,32912,1238212,2655384,1048576,1048576,0,0,5824,3344,6297556,116704,33376,848072,75528,772544,19376,17876,0,0,0,65964464,7310176,34359738367,1227232,34291237168,17920,0,1107968,0,0,0,0,0,0,2048,230672,7012352,128974848
1694922582.000897,600002,17209747,0,131928928,117406212,120366216,0,3881940,0,5558628,3873372,5548340,517976,10288,3355396,1048576,1048576,0,0,3876,0,6596496,285524,518660,1350344,216604,1133740,28512,21172,0,0,0,65964464,6929076,34359738367,1399768,34291039736,18880,0,0,0,0,0,0,0,0,2048,1099024,116244480,18874368
1694922582.000990,600009,17209747,0,131928928,119899308,123286640,0,3893256,0,4059740,3875600,4040220,32844,19520,3842756,1048576,1048576,0,0,8712,4112,5087860,116728,33364,847716,77096,770620,19696,16156,0,0,0,65964464,5559924,34359738367,1227232,34291389520,17920,0,1107968,0,0,0,0,0,0,2048,230672,7012352,128974848
1694922582.001292,600001,17209747,0,131928928,118254548,121743384,0,4072812,0,4538492,4059972,4527604,192860,10888,3867112,1048592,1048592,0,0,7008,0,5574052,295312,194148,1262884,236952,1025932,68336,61420,0,0,0,65964464,16729104,34359738367,1395968,34291019796,17920,0,1118208,0,0,0,0,0,0,2048,322832,35231744,100663296
1694922582.001653,600013,17209747,0,131928928,118625352,121865960,0,4154960,0,4667776,4134748,4646280,446852,21496,3687896,1048576,1048576,0,0,8072,3088,5693704,241572,447588,939576,90344,849232,23344,18536,0,0,0,65964464,6084260,34359738367,1243664,34291236176,17920,0,0,0,0,0,0,0,0,2048,990480,46098432,89128960
1694922582.001797,600010,17209747,0,131928928,118419444,122976568,0,3901204,0,5296584,3881884,4111236,32360,1185348,3849524,1048576,1048576,0,0,43672,8880,5158388,127404,33484,895236,72448,822788,19744,16700,0,0,0,65964464,5581756,34359738367,1235448,34291181964,17920,0,1107968,0,0,0,0,0,0,2048,210192,4935680,131072000
1694922582.001835,600008,17209747,0,131928928,118635892,122013732,0,3869984,0,6392088,2687368,5191808,32856,1200280,2654512,1048576,1048576,0,0,21700,10240,6240164,116688,33364,854876,76520,778356,19392,18024,0,0,0,65964464,7440104,34359738367,1227232,34291244940,17920,0,1107968,0,0,0,0,0,0,2048,242960,4902912,131072000
1694922582.001922,600003,17209747,0,131928928,119002124,122433612,0,3926788,0,5358728,3291264,4721860,32864,636868,3258400,1048576,1048576,0,0,5160,736,5770060,149880,33380,972508,100664,871844,22032,17768,0,0,0,65964464,7509800,34359738367,1260096,34291322520,17920,0,1107968,0,0,0,0,0,0,2048,296208,15335424,120586240
1694922582.002021,600004,17209747,0,131928928,117545384,120927336,0,4266524,0,5245760,4257816,5233460,430592,12300,3827224,1048576,1048576,0,0,58528,7392,6281768,271356,431092,1132172,113912,1018260,27824,20264,0,0,0,65964464,0,34359738367,1395972,34290194216,18880,0,0,0,0,0,0,0,0,2048,976144,72327168,62914560
1694922582.002132,600005,17209747,0,131928928,118741192,123133240,0,3929012,0,5238664,3819332,4159724,33888,1078940,3785444,1048576,1048576,0,0,12032,0,5202884,124356,36384,870200,82312,787888,28400,18340,0,0,0,65964464,7404696,34359738367,1235448,34291403332,17920,0,1107968,0,0,0,0,0,0,2048,230672,5963776,130023424
1694922582.002181,600014,17209747,0,131928928,118857560,121872276,0,3988420,0,4627056,3969600,4607588,503808,19468,3465792,1048576,1048576,0,0,11280,4512,5657664,161864,504692,905008,85736,819272,23424,17276,0,0,0,65964464,6182072,34359738367,1235448,34291213984,18880,0,0,0,0,0,0,0,0,2048,998672,55527424,79691776
1694922582.002321,600016,17209747,0,131928928,116943420,121079204,0,4430540,0,6667512,3753848,5281212,537124,1386300,3216724,1048576,1048576,0,0,5976,4368,6329592,217688,537828,977848,94984,882864,22512,19888,0,0,0,65964464,9931240,34359738367,1276528,34291212348,18880,0,0,0,0,0,0,0,0,2048,918800,40927232,94371840
1694922582.002498,600006,17209747,0,131928928,117394316,120514968,0,3992984,0,6247648,3500952,5754608,414440,493040,3086512,1048576,1048576,0,0,9584,8480,6802452,302824,415360,1048160,110284,937876,28544,21744,0,0,0,65964464,3843112,34359738367,1391552,34291012300,18880,0,0,0,0,0,0,0,0,2048,1334544,109717504,25165824
1694922582.002577,600015,17209747,0,131928928,115954396,120275080,0,4299224,0,8072528,3092904,5961856,422196,2110672,2670708,1048576,1048576,0,0,7924,144,7010696,355500,423116,1092032,110548,981484,26192,22112,0,0,0,65964464,9972356,34359738367,1383336,34291036336,17920,4,0,0,0,0,0,0,0,2048,797968,79845376,55574528
