timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1694923480.005099,600003,17209808,0,131928928,117346252,119085484,0,2183160,0,7980524,2163636,7961660,37652,18864,2125984,1048592,1048592,0,0,10224,176,9010256,270832,38292,939144,215752,723392,62272,66880,0,0,0,65964464,20127776,34359738367,1379536,34291125544,17920,0,1107968,0,0,0,0,0,0,2048,296208,15335424,120586240
1694923480.008452,600009,17209808,0,131928928,118766528,119851872,0,1599328,0,7792876,1581296,7775428,32844,17448,1548452,1048576,1048576,0,0,5200,8336,8823636,116732,33364,535524,65872,469652,19504,23396,0,0,0,65964464,9297504,34359738367,1227232,34291364036,17920,0,1107968,0,0,0,0,0,0,2048,230672,7012352,128974848
1694923480.009694,600015,17209808,0,131928928,117370896,118067208,0,1582840,0,8534004,1573028,8525068,422200,8936,1150828,1048576,1048576,0,0,3280,6352,9573080,355508,423120,733292,100076,633216,26000,27144,0,0,0,65964464,9968292,34359738367,1383336,34291034284,17920,4,0,0,0,0,0,0,0,2048,797968,79845376,55574528
1694923480.010222,600010,17209808,0,131928928,118323444,119536388,0,1728916,0,7864536,1709480,7846508,32360,18028,1677120,1048576,1048576,0,0,5892,5328,8894156,127408,33484,592720,62416,530304,19568,23940,0,0,0,65964464,9317396,34359738367,1235448,34291181964,17920,0,1107968,0,0,0,0,0,0,2048,210192,4935680,131072000
1694923480.011074,600008,17209808,0,131928928,118118372,119685340,0,2080716,0,7779396,2062576,7761956,32856,17440,2029720,1048576,1048576,0,0,4388,4992,8810400,116676,33364,607852,67560,540292,19280,23364,0,0,0,65964464,9296600,34359738367,1227232,34291224908,17920,0,1107968,0,0,0,0,0,0,2048,242960,4902912,131072000
1694923480.011220,600011,17209808,0,131928928,116366004,117768808,0,2148304,0,8831536,2131260,8824000,275940,7536,1855320,1048576,1048576,0,0,7184,6832,9867612,374280,283592,849616,106880,742736,27232,28432,0,0,0,65964464,7199068,34359738367,1391552,34290955560,18880,0,0,0,0,0,0,0,0,2048,990480,67069952,68157440
1694923480.012554,600005,17209808,0,131928928,119019644,119814124,0,1310476,0,7833732,1292764,7819004,32376,14728,1260388,1048576,1048576,0,0,6016,1504,8869252,125304,32332,509496,66832,442664,21952,25572,0,0,0,65964464,9283184,34359738367,1235448,34291389100,17920,0,1107968,0,0,0,0,0,0,2048,230672,5963776,130023424
1694923480.014451,600017,17209808,0,131928928,118832464,119840848,0,1527752,0,7790156,1510792,7772728,32888,17428,1477904,1048576,1048576,0,0,7856,2656,8821132,116632,33376,543076,57568,485508,18176,22892,0,0,0,65964464,9192652,34359738367,1227232,34291211492,17920,0,1122304,0,0,0,0,0,0,2048,249104,5945344,130023424
1694923481.000771,600003,17209808,0,131928928,115838316,118900636,0,3503108,0,7985000,3483920,7966120,37664,18880,3446256,1048592,1048592,0,0,6852,4512,9014104,270852,38296,1111020,222472,888548,58496,66892,0,0,0,65964464,20132196,34359738367,1379596,34291125544,17920,0,1107968,0,0,0,0,0,0,2048,296208,15335424,120586240
1694923481.001112,600009,17209808,0,131928928,116803352,119624708,0,3331744,0,7792896,3314700,7775436,32840,17460,3281860,1048576,1048576,0,0,6136,2992,8823640,116732,33364,767700,73296,694404,19568,23396,0,0,0,65964464,9297504,34359738367,1227232,34291364036,17920,0,1107968,0,0,0,0,0,0,2048,230672,7012352,128974848
