timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1694925720.004186,600452,17210635,0,131928928,121288736,122379560,0,1782732,0,4663968,1759836,4645884,215360,18084,1544476,1048576,1048576,0,0,5264,8272,5692940,170208,217532,661428,83512,577916,21616,20300,0,0,0,65964464,5906644,34359738367,1243664,34291210736,17920,0,0,0,0,0,0,0,0,2048,970000,32487424,102760448
1694925720.004279,600844,17210635,0,131928928,120806868,122626068,0,2349960,0,4528076,2329924,4508608,61120,19468,2268804,1048576,1048576,0,0,5712,4640,5556828,200388,61724,726532,89960,636572,21088,17868,0,0,0,65964464,5727060,34359738367,1309392,34291153624,17920,0,0,0,0,0,0,0,0,2048,679184,52701184,82837504
1694925720.005006,600785,17210635,0,131928928,120501684,122094208,0,2310392,0,4926444,2290520,4906868,249736,19576,2040784,1048576,1048576,0,0,20904,13120,5955072,144636,250320,711728,92272,619456,23440,19044,0,0,0,65964464,5988440,34359738367,1251880,34291276020,18880,0,0,0,0,0,0,0,0,2048,675088,46413824,89128960
1694925720.006009,600453,17210635,0,131928928,122182536,122880080,0,1241924,0,4462864,1222516,4443360,69432,19504,1153084,1048576,1048576,0,0,3968,2048,5491628,134960,70056,594320,79136,515184,19712,17200,0,0,0,65964464,5670540,34359738367,1243664,34291203076,17920,0,0,0,0,0,0,0,0,2048,881936,35721216,99614720
1694925720.006024,600843,17210635,0,131928928,121992140,122759972,0,1398832,0,4499148,1377264,4479676,157956,19472,1219308,1048576,1048576,0,0,6784,2592,5526364,198480,160104,601068,86208,514860,19584,17576,0,0,0,65964464,5785384,34359738367,1243664,34291174644,17920,0,0,0,0,0,0,0,0,2048,937232,49297408,85983232
1694925720.007798,600842,17210635,0,131928928,121778220,122869532,0,1627556,0,4462192,1606840,4442672,60648,19520,1546192,1048576,1048576,0,0,3104,2992,5491180,142064,61640,610684,78184,532500,19456,17112,0,0,0,65964464,5678396,34359738367,1251880,34291232688,17920,0,0,0,0,0,0,0,0,2048,883984,51447808,83886080
1694925721.000619,600097,17210635,0,131928928,119381244,122175772,0,3323172,0,4796780,3303212,4777184,61712,19596,3241500,1048576,1048576,0,0,449060,10752,5825616,150840,62104,885508,93848,791660,21504,18220,0,0,0,65964464,5739776,34359738367,1260096,34291179752,17920,0,0,0,0,0,0,0,0,2048,916752,69240832,66060288
1694925721.001297,600784,17210635,0,131928928,119565400,122294648,0,3258452,0,4716272,3237608,4696820,60688,19452,3176920,1048576,1048576,0,0,544632,8864,5743528,234788,62112,839600,93696,745904,21616,18376,0,0,0,65964464,5837716,34359738367,1342256,34290596736,17920,0,0,0,0,0,0,0,0,2048,779536,76718080,58720256
1694925721.001331,600452,17210635,0,131928928,119380628,122159484,0,3467964,0,4663968,3445212,4645884,215360,18084,3229852,1048576,1048576,0,0,89488,8272,5692940,170208,217532,884172,91192,792980,21616,20300,0,0,0,65964464,5906644,34359738367,1243664,34291210736,17920,0,0,0,0,0,0,0,0,2048,970000,32487424,102760448
1694925721.001450,600451,17210635,0,131928928,118845348,121954752,0,3770416,0,5016136,3697304,4945672,190464,70464,3506840,1048576,1048576,0,0,8692,3920,5991960,223436,193380,912744,92424,820320,22016,19080,0,0,0,65964464,7801780,34359738367,1251880,34291179692,17920,0,0,0,0,0,0,0,0,2048,843024,51488768,83886080
1694925721.001539,600844,17210635,0,131928928,119152100,122457540,0,3832400,0,4503724,3812136,4484216,61116,19508,3751020,1048576,1048576,0,0,5320,6352,5531808,200364,61724,924004,96808,827196,21104,17780,0,0,0,65964464,5702940,34359738367,1309392,34291153624,17920,0,0,0,0,0,0,0,0,2048,679184,52701184,82837504
1694925721.001588,600096,17210635,0,131928928,118918948,122063620,0,3663164,0,4869892,3645856,4852292,50760,17600,3595096,1048576,1048576,0,0,10408,0,5900768,157344,51100,920092,93176,826916,23888,18704,0,0,0,65964464,5734460,34359738367,1268312,34291186748,17920,0,1124352,0,0,0,0,0,0,2048,257296,6985728,128974848
1694925721.001606,600781,17210635,0,131928928,120017088,122451380,0,2968144,0,4613476,2947488,4594848,60536,18628,2886952,1048576,1048576,0,0,573776,18048,5645352,206756,60880,796772,85528,711244,22240,17756,0,0,0,65964464,5766660,34359738367,1317608,34291155008,17920,0,0,0,0,0,0,0,0,2048,883984,43059200,92274688
1694925721.001616,600453,17210635,0,131928928,120288780,122661892,0,2912912,0,4462820,2894624,4443284,69428,19536,2825196,1048576,1048576,0,0,3864,4512,5491540,134948,70056,817376,87072,730304,19712,17112,0,0,0,65964464,5670540,34359738367,1243664,34291203076,17920,0,0,0,0,0,0,0,0,2048,881936,35721216,99614720
1694925721.001683,600785,17210635,0,131928928,118844768,121927828,0,3797028,0,4901892,3777444,4882288,249736,19604,3527708,1048576,1048576,0,0,505184,8912,5930492,144648,250320,906584,99440,807144,23456,18996,0,0,0,65964464,5963856,34359738367,1251880,34291276020,18880,0,0,0,0,0,0,0,0,2048,675088,46413824,89128960
1694925721.001736,600095,17210635,0,131928928,120219044,122835884,0,3113160,0,4312848,3092548,4293884,31712,18964,3060836,1048576,1048576,0,0,3336,2656,5340892,136380,33672,924548,103304,821244,19744,17652,0,0,0,65964464,5642032,34359738367,1243952,34291194340,17920,0,1107968,0,0,0,0,0,0,2048,302352,22669312,113246208
1694925721.001788,600843,17210635,0,131928928,120123520,122549032,0,3055488,0,4499148,3033408,4479676,157956,19472,2875452,1048576,1048576,0,0,8880,1696,5526364,198480,160104,812620,89280,723340,19584,17576,0,0,0,65964464,5785384,34359738367,1243664,34291174644,17920,0,0,0,0,0,0,0,0,2048,937232,49297408,85983232
