# darshan log version: 3.41
# compression method: ZLIB
# exe: 
# uid: 99066
# jobid: 19040564
# start_time: 1713473378
# start_time_asci: Thu Apr 18 14:49:38 2024
# end_time: 1713473385
# end_time_asci: Thu Apr 18 14:49:45 2024
# nprocs: 36
# run time: 6.2030
# metadata: lib_ver = 3.4.4
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 1328 bytes (uncompressed)
# job data: 154 bytes (compressed)
# record table: 2086 bytes (compressed)
# POSIX module: 5465 bytes (compressed), ver=4
# LUSTRE module: 1354 bytes (compressed), ver=1
# STDIO module: 57 bytes (compressed), ver=2
# DXT_POSIX module: 93756 bytes (compressed), ver=1
# HEATMAP module: 5732 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 15866050084617259568, file_name: /pscratch/spwalto/iorTest/darshan.00000000
# DXT, rank: 0, hostname: ec20
# DXT, write_count: 128, read_count: 128
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0         4194304      0.1139      0.1838
 X_POSIX       0  write        1         4194304         4194304      0.1839      0.1907
 X_POSIX       0  write        2         8388608         4194304      0.1908      0.1974
 X_POSIX       0  write        3        12582912         4194304      0.1975      0.2046
 X_POSIX       0  write        4        16777216         4194304      0.2048      0.2119
 X_POSIX       0  write        5        20971520         4194304      0.2120      0.2195
 X_POSIX       0  write        6        25165824         4194304      0.2196      0.2264
 X_POSIX       0  write        7        29360128         4194304      0.2264      0.2338
 X_POSIX       0  write        8        33554432         4194304      0.2339      0.2417
 X_POSIX       0  write        9        37748736         4194304      0.2418      0.2491
 X_POSIX       0  write       10        41943040         4194304      0.2492      0.2563
 X_POSIX       0  write       11        46137344         4194304      0.2564      0.2639
 X_POSIX       0  write       12        50331648         4194304      0.2640      0.2704
 X_POSIX       0  write       13        54525952         4194304      0.2705      0.2781
 X_POSIX       0  write       14        58720256         4194304      0.2782      0.2850
 X_POSIX       0  write       15        62914560         4194304      0.2851      0.2926
 X_POSIX       0  write       16        67108864         4194304      0.2927      0.3000
 X_POSIX       0  write       17        71303168         4194304      0.3001      0.3164
 X_POSIX       0  write       18        75497472         4194304      0.3165      0.3225
 X_POSIX       0  write       19        79691776         4194304      0.3225      0.3473
 X_POSIX       0  write       20        83886080         4194304      0.3474      0.3539
 X_POSIX       0  write       21        88080384         4194304      0.3540      0.3786
 X_POSIX       0  write       22        92274688         4194304      0.3786      0.3842
 X_POSIX       0  write       23        96468992         4194304      0.3842      0.4091
 X_POSIX       0  write       24       100663296         4194304      0.4091      0.4298
 X_POSIX       0  write       25       104857600         4194304      0.4299      0.4354
 X_POSIX       0  write       26       109051904         4194304      0.4355      0.4610
 X_POSIX       0  write       27       113246208         4194304      0.4611      0.4783
 X_POSIX       0  write       28       117440512         4194304      0.4784      0.4845
 X_POSIX       0  write       29       121634816         4194304      0.4846      0.4901
 X_POSIX       0  write       30       125829120         4194304      0.4902      0.5182
 X_POSIX       0  write       31       130023424         4194304      0.5183      0.5377
 X_POSIX       0  write       32       134217728         4194304      0.5378      0.5558
 X_POSIX       0  write       33       138412032         4194304      0.5559      0.5616
 X_POSIX       0  write       34       142606336         4194304      0.5617      0.5816
 X_POSIX       0  write       35       146800640         4194304      0.5817      0.6020
 X_POSIX       0  write       36       150994944         4194304      0.6021      0.6086
 X_POSIX       0  write       37       155189248         4194304      0.6087      0.6370
 X_POSIX       0  write       38       159383552         4194304      0.6371      0.6425
 X_POSIX       0  write       39       163577856         4194304      0.6426      0.6497
 X_POSIX       0  write       40       167772160         4194304      0.6498      0.6671
 X_POSIX       0  write       41       171966464         4194304      0.6672      0.6730
 X_POSIX       0  write       42       176160768         4194304      0.6731      0.6903
 X_POSIX       0  write       43       180355072         4194304      0.6904      0.6979
 X_POSIX       0  write       44       184549376         4194304      0.6980      0.7164
 X_POSIX       0  write       45       188743680         4194304      0.7165      0.7237
 X_POSIX       0  write       46       192937984         4194304      0.7237      0.7431
 X_POSIX       0  write       47       197132288         4194304      0.7431      0.7499
 X_POSIX       0  write       48       201326592         4194304      0.7500      0.7560
 X_POSIX       0  write       49       205520896         4194304      0.7561      0.7998
 X_POSIX       0  write       50       209715200         4194304      0.7999      0.8062
 X_POSIX       0  write       51       213909504         4194304      0.8063      0.8487
 X_POSIX       0  write       52       218103808         4194304      0.8488      0.8566
 X_POSIX       0  write       53       222298112         4194304      0.8567      0.8623
 X_POSIX       0  write       54       226492416         4194304      0.8624      0.9070
 X_POSIX       0  write       55       230686720         4194304      0.9071      0.9137
 X_POSIX       0  write       56       234881024         4194304      0.9138      0.9561
 X_POSIX       0  write       57       239075328         4194304      0.9562      0.9646
 X_POSIX       0  write       58       243269632         4194304      0.9647      0.9707
 X_POSIX       0  write       59       247463936         4194304      0.9707      1.0170
 X_POSIX       0  write       60       251658240         4194304      1.0171      1.0232
 X_POSIX       0  write       61       255852544         4194304      1.0233      1.0713
 X_POSIX       0  write       62       260046848         4194304      1.0714      1.0788
 X_POSIX       0  write       63       264241152         4194304      1.0789      1.0862
 X_POSIX       0  write       64       268435456         4194304      1.0863      1.1195
 X_POSIX       0  write       65       272629760         4194304      1.1197      1.1251
 X_POSIX       0  write       66       276824064         4194304      1.1252      1.1311
 X_POSIX       0  write       67       281018368         4194304      1.1312      1.1394
 X_POSIX       0  write       68       285212672         4194304      1.1395      1.1472
 X_POSIX       0  write       69       289406976         4194304      1.1473      1.1556
 X_POSIX       0  write       70       293601280         4194304      1.1556      1.1616
 X_POSIX       0  write       71       297795584         4194304      1.1617      1.2128
 X_POSIX       0  write       72       301989888         4194304      1.2129      1.2206
 X_POSIX       0  write       73       306184192         4194304      1.2207      1.2283
 X_POSIX       0  write       74       310378496         4194304      1.2283      1.2346
 X_POSIX       0  write       75       314572800         4194304      1.2347      1.2858
 X_POSIX       0  write       76       318767104         4194304      1.2859      1.2934
 X_POSIX       0  write       77       322961408         4194304      1.2935      1.3011
 X_POSIX       0  write       78       327155712         4194304      1.3012      1.3415
 X_POSIX       0  write       79       331350016         4194304      1.3415      1.3475
 X_POSIX       0  write       80       335544320         4194304      1.3476      1.3549
 X_POSIX       0  write       81       339738624         4194304      1.3550      1.3627
 X_POSIX       0  write       82       343932928         4194304      1.3628      1.3713
 X_POSIX       0  write       83       348127232         4194304      1.3714      1.3776
 X_POSIX       0  write       84       352321536         4194304      1.3776      1.4283
 X_POSIX       0  write       85       356515840         4194304      1.4284      1.4369
