# darshan log version: 3.41
# compression method: ZLIB
# exe: 
# uid: 99066
# jobid: 19040551
# start_time: 1713473238
# start_time_asci: Thu Apr 18 14:47:18 2024
# end_time: 1713473241
# end_time_asci: Thu Apr 18 14:47:21 2024
# nprocs: 36
# run time: 2.8462
# metadata: lib_ver = 3.4.4
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 1328 bytes (uncompressed)
# job data: 156 bytes (compressed)
# record table: 2086 bytes (compressed)
# POSIX module: 5457 bytes (compressed), ver=4
# LUSTRE module: 1358 bytes (compressed), ver=1
# STDIO module: 57 bytes (compressed), ver=2
# DXT_POSIX module: 92237 bytes (compressed), ver=1
# HEATMAP module: 5661 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 15866050084617259568, file_name: /pscratch/spwalto/iorTest/darshan.00000000
# DXT, rank: 0, hostname: ec21
# DXT, write_count: 128, read_count: 128
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0         4194304      0.0741      0.1517
 X_POSIX       0  write        1         4194304         4194304      0.1518      0.1584
 X_POSIX       0  write        2         8388608         4194304      0.1584      0.1661
 X_POSIX       0  write        3        12582912         4194304      0.1662      0.1723
 X_POSIX       0  write        4        16777216         4194304      0.1724      0.1790
 X_POSIX       0  write        5        20971520         4194304      0.1791      0.1858
 X_POSIX       0  write        6        25165824         4194304      0.1859      0.1922
 X_POSIX       0  write        7        29360128         4194304      0.1923      0.1986
 X_POSIX       0  write        8        33554432         4194304      0.1987      0.2052
 X_POSIX       0  write        9        37748736         4194304      0.2053      0.2119
 X_POSIX       0  write       10        41943040         4194304      0.2120      0.2185
 X_POSIX       0  write       11        46137344         4194304      0.2186      0.2253
 X_POSIX       0  write       12        50331648         4194304      0.2254      0.2323
 X_POSIX       0  write       13        54525952         4194304      0.2324      0.2389
 X_POSIX       0  write       14        58720256         4194304      0.2390      0.2459
 X_POSIX       0  write       15        62914560         4194304      0.2459      0.2527
 X_POSIX       0  write       16        67108864         4194304      0.2528      0.2598
 X_POSIX       0  write       17        71303168         4194304      0.2598      0.2668
 X_POSIX       0  write       18        75497472         4194304      0.2669      0.2740
 X_POSIX       0  write       19        79691776         4194304      0.2741      0.2809
 X_POSIX       0  write       20        83886080         4194304      0.2810      0.2874
 X_POSIX       0  write       21        88080384         4194304      0.2875      0.2945
 X_POSIX       0  write       22        92274688         4194304      0.2946      0.3012
 X_POSIX       0  write       23        96468992         4194304      0.3013      0.3078
 X_POSIX       0  write       24       100663296         4194304      0.3079      0.3141
 X_POSIX       0  write       25       104857600         4194304      0.3142      0.3212
 X_POSIX       0  write       26       109051904         4194304      0.3213      0.3280
 X_POSIX       0  write       27       113246208         4194304      0.3280      0.3346
 X_POSIX       0  write       28       117440512         4194304      0.3347      0.3410
 X_POSIX       0  write       29       121634816         4194304      0.3410      0.3479
 X_POSIX       0  write       30       125829120         4194304      0.3480      0.3543
 X_POSIX       0  write       31       130023424         4194304      0.3544      0.3608
 X_POSIX       0  write       32       134217728         4194304      0.3609      0.3677
 X_POSIX       0  write       33       138412032         4194304      0.3678      0.3745
 X_POSIX       0  write       34       142606336         4194304      0.3746      0.3810
 X_POSIX       0  write       35       146800640         4194304      0.3810      0.3880
 X_POSIX       0  write       36       150994944         4194304      0.3880      0.3951
 X_POSIX       0  write       37       155189248         4194304      0.3951      0.4024
 X_POSIX       0  write       38       159383552         4194304      0.4025      0.4095
 X_POSIX       0  write       39       163577856         4194304      0.4096      0.4163
 X_POSIX       0  write       40       167772160         4194304      0.4164      0.4236
 X_POSIX       0  write       41       171966464         4194304      0.4237      0.5428
 X_POSIX       0  write       42       176160768         4194304      0.5429      0.5503
 X_POSIX       0  write       43       180355072         4194304      0.5504      0.5571
 X_POSIX       0  write       44       184549376         4194304      0.5572      0.5639
 X_POSIX       0  write       45       188743680         4194304      0.5640      0.5703
 X_POSIX       0  write       46       192937984         4194304      0.5704      0.5769
 X_POSIX       0  write       47       197132288         4194304      0.5770      0.5837
 X_POSIX       0  write       48       201326592         4194304      0.5837      0.5902
 X_POSIX       0  write       49       205520896         4194304      0.5903      0.5976
 X_POSIX       0  write       50       209715200         4194304      0.5977      0.6045
 X_POSIX       0  write       51       213909504         4194304      0.6046      0.6112
 X_POSIX       0  write       52       218103808         4194304      0.6113      0.6253
 X_POSIX       0  write       53       222298112         4194304      0.6254      0.6376
 X_POSIX       0  write       54       226492416         4194304      0.6377      0.6511
 X_POSIX       0  write       55       230686720         4194304      0.6511      0.6573
 X_POSIX       0  write       56       234881024         4194304      0.6574      0.6737
 X_POSIX       0  write       57       239075328         4194304      0.6738      0.6808
 X_POSIX       0  write       58       243269632         4194304      0.6809      0.7005
 X_POSIX       0  write       59       247463936         4194304      0.7006      0.7062
 X_POSIX       0  write       60       251658240         4194304      0.7063      0.7246
 X_POSIX       0  write       61       255852544         4194304      0.7247      0.7301
 X_POSIX       0  write       62       260046848         4194304      0.7301      0.7528
 X_POSIX       0  write       63       264241152         4194304      0.7529      0.7706
 X_POSIX       0  write       64       268435456         4194304      0.7707      0.7774
 X_POSIX       0  write       65       272629760         4194304      0.7775      0.7953
 X_POSIX       0  write       66       276824064         4194304      0.7954      0.8016
 X_POSIX       0  write       67       281018368         4194304      0.8017      0.8079
 X_POSIX       0  write       68       285212672         4194304      0.8079      0.8274
 X_POSIX       0  write       69       289406976         4194304      0.8275      0.8339
 X_POSIX       0  write       70       293601280         4194304      0.8339      0.8517
 X_POSIX       0  write       71       297795584         4194304      0.8518      0.8592
 X_POSIX       0  write       72       301989888         4194304      0.8593      0.8788
 X_POSIX       0  write       73       306184192         4194304      0.8789      0.8968
 X_POSIX       0  write       74       310378496         4194304      0.8969      0.9028
 X_POSIX       0  write       75       314572800         4194304      0.9029      0.9258
 X_POSIX       0  write       76       318767104         4194304      0.9259      0.9452
 X_POSIX       0  write       77       322961408         4194304      0.9452      0.9517
