timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1701413391.001408,600025,17827784,0,131928928,127191748,126872312,0,135464,0,604620,112204,585912,28764,18708,83440,1048576,1048576,0,0,0,0,1631536,142404,32148,476172,60712,415460,21760,9484,0,0,0,65964464,1808232,34359738367,1259104,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
1701413392.002090,600025,17827784,0,131928928,127191240,126871804,0,135464,0,604620,112204,585912,28764,18708,83440,1048576,1048576,0,0,0,0,1630784,142404,32148,476172,60712,415460,21760,10236,0,0,0,65964464,1808204,34359738367,1259104,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
1701413393.001429,600025,17827784,0,131928928,127107484,126789824,0,167836,0,635704,141952,616992,55476,18712,86476,1048576,1048576,0,0,0,0,1659948,170228,60724,481772,61224,420548,21760,25032,0,0,0,65964464,4841976,34359738367,1259104,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
1701413394.002105,600025,17827784,0,131928928,127107484,126789824,0,167836,0,635704,141952,616992,55476,18712,86476,1048576,1048576,0,0,0,0,1659948,170228,60724,481772,61224,420548,21760,25032,0,0,0,65964464,4841976,34359738367,1259104,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
1701413395.001786,600025,17827784,0,131928928,126884032,126575812,0,206188,0,694788,179752,676076,89244,18712,90508,1048576,1048576,0,0,0,0,1717452,204820,94564,589448,76072,513376,23776,39512,0,0,0,65964464,7651520,34359738367,1259392,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
1701413396.002102,600025,17827784,0,131928928,126786964,126480844,0,228000,0,737324,201968,717208,110024,20116,91944,1048592,1048592,0,0,12,0,1763920,226528,115940,602864,77432,525432,24464,56168,0,0,0,65964464,8873864,34359738367,1259392,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
1701413397.001847,600025,17827784,0,131928928,126688320,126382976,0,241536,0,802340,213560,782224,121616,20116,91944,1048592,1048592,0,0,12,0,1833856,239312,129476,613652,78984,534668,24464,59928,0,0,0,65964464,9250544,34359738367,1259392,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
1701413398.001524,600025,17827784,0,131928928,126346300,126080524,0,268328,0,867364,239896,846076,147652,21288,92244,1048592,1048592,0,0,12,0,1897516,264992,155052,850784,156648,694136,25312,69472,0,0,0,65964464,11668876,34359738367,1261628,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
1701413399.001680,600025,17827784,0,131928928,125923884,125694816,0,365576,0,963684,339036,942048,246944,21636,92092,1048592,1048592,0,0,4,0,1984808,364956,251848,1061596,227560,834036,26512,84040,0,0,0,65964464,14523364,34359738367,1264916,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
1701413400.002212,600025,17827784,0,131928928,125607152,125400220,0,494240,0,1082592,467824,1060956,375732,21636,92092,1048592,1048592,0,0,4,0,2104488,492264,380512,1119336,249696,869640,26848,93760,0,0,0,65964464,16506876,34359738367,1266712,34291167724,17920,0,1122304,0,0,0,0,0,0,2048,222480,4923392,131072000
