timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1701986341.002145,600008,17893240,0,131928928,126773876,126470944,0,143940,0,895396,124120,875992,40612,19404,83508,1048576,1048576,0,0,0,0,1924988,154996,40856,540184,92808,447376,22384,9108,0,0,0,65964464,1829264,34359738367,1275536,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986342.001749,600008,17893240,0,131928928,126773772,126470840,0,143940,0,895900,124120,876496,40612,19404,83508,1048576,1048576,0,0,0,0,1925740,154996,40856,540184,92808,447376,22384,10612,0,0,0,65964464,1828860,34359738367,1275536,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986343.000984,600008,17893240,0,131928928,126773600,126470668,0,143940,0,895900,124120,876496,40612,19404,83508,1048576,1048576,0,0,0,0,1924988,154996,40856,540184,92808,447376,22384,12868,0,0,0,65964464,1836516,34359738367,1275536,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986344.001078,600008,17893240,0,131928928,126734860,126436432,0,155700,0,910968,134940,890928,43128,20040,91812,1048576,1048576,0,0,0,0,1940044,158264,43112,541932,92872,449060,22432,21436,0,0,0,65964464,3740736,34359738367,1275536,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986345.001203,600008,17893240,0,131928928,126683064,126385600,0,157156,0,942580,135980,921908,43160,20672,92820,1048576,1048576,0,0,0,0,1970176,158500,43176,545904,93160,452744,23680,37020,0,0,0,65964464,4716092,34359738367,1275708,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986346.000924,600008,17893240,0,131928928,126678696,126381608,0,157492,0,943440,136092,922340,43364,21100,92728,1048592,1048592,0,0,12,0,1970692,158848,43660,547540,93576,453964,24624,39800,0,0,0,65964464,5295288,34359738367,1275824,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986347.001067,600008,17893240,0,131928928,126575028,126278924,0,178996,0,1028124,156420,1005736,63524,22388,92896,1048592,1048592,0,0,12,0,2059012,180680,63212,549572,94088,455484,24736,48124,0,0,0,65964464,6541144,34359738367,1276040,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986348.001159,600008,17893240,0,131928928,126575028,126279104,0,179168,0,1028180,156592,1005568,63732,22612,92860,1048592,1048592,0,0,12,0,2059112,180484,63692,549740,94264,455476,24752,48096,0,0,0,65964464,6541144,34359738367,1276040,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986349.000990,600008,17893240,0,131928928,126445888,126149996,0,246288,0,1074228,226524,1051608,133672,22620,92852,1048592,1048592,0,0,12,0,2104476,248360,130060,551672,94328,457344,25328,53740,0,0,0,65964464,7756112,34359738367,1276904,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986350.000362,600008,17893240,0,131928928,126422668,126126808,0,259496,0,1082748,240428,1060124,147576,22624,92852,1048592,1048592,0,0,20,0,2112028,261564,143264,552100,94384,457716,25712,54020,0,0,0,65964464,7780888,34359738367,1277120,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986351.001833,600008,17893240,0,131928928,126422792,126126932,0,259496,0,1081116,240428,1058492,147576,22624,92852,1048592,1048592,0,0,20,0,2112028,261564,143264,552100,94384,457716,25712,54020,0,0,0,65964464,7780888,34359738367,1277120,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986352.001932,600008,17893240,0,131928928,126352484,126057392,0,314624,0,1101092,291864,1078284,198724,22808,93140,1048592,1048592,0,0,4,0,2128684,315592,198676,550864,95448,455416,25568,52908,0,0,0,65964464,7886504,34359738367,1277624,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
1701986353.001576,600008,17893240,0,131928928,126248036,125952948,0,389828,0,1126864,368244,1104056,275104,22808,93140,1048592,1048592,0,0,4,0,2155716,390832,273880,550880,95456,455424,25584,53024,0,0,0,65964464,8017416,34359738367,1278344,34291175408,17920,0,1124352,0,0,0,0,0,0,2048,476432,74924032,60817408
