#module,uid,ProducerName,switches,file,rank,flushes,record_id,exe,max_byte,type,job_id,op,cnt,schema,seg:off,seg:pt_sel,seg:dur,seg:len,seg:ndims,seg:reg_hslab,seg:irreg_hslab,seg:npoints,seg:timestamp,seg:total,seg:start
STDIO,12345,n20,-1,<STDIN>,0,-1,9223372036854775807,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,-1,MET,19040582,open,1,darshan_data,-1,-1,0.000000,-1,-1,-1,-1,-1,1713473476.197587,0.000000,0.000000
STDIO,12345,n20,-1,<STDOUT>,0,-1,9223372036854775807,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,-1,MET,19040582,open,1,darshan_data,-1,-1,0.000000,-1,-1,-1,-1,-1,1713473476.197587,0.000000,0.000000
STDIO,12345,n20,-1,<STDERR>,0,-1,7238257241479193519,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,-1,MET,19040582,open,1,darshan_data,-1,-1,0.000000,-1,-1,-1,-1,-1,1713473476.197587,0.000000,0.000000
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,51,MOD,19040582,write,1,N/A,0,-1,0.000006,52,-1,-1,-1,-1,1713473476.269085,0.000006,0.071492
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,98,MOD,19040582,write,2,N/A,52,-1,0.000001,47,-1,-1,-1,-1,1713473476.269538,0.000007,0.071950
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,120,MOD,19040582,write,3,N/A,99,-1,0.000000,22,-1,-1,-1,-1,1713473476.269585,0.000008,0.071998
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,182,MOD,19040582,write,4,N/A,121,-1,0.000000,62,-1,-1,-1,-1,1713473476.269603,0.000008,0.072016
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,185,MOD,19040582,write,5,N/A,183,-1,0.000000,3,-1,-1,-1,-1,1713473476.269618,0.000009,0.072031
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,189,MOD,19040582,write,6,N/A,186,-1,0.000000,4,-1,-1,-1,-1,1713473476.269635,0.000009,0.072049
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,192,MOD,19040582,write,7,N/A,190,-1,0.000000,3,-1,-1,-1,-1,1713473476.269649,0.000009,0.072062
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,195,MOD,19040582,write,8,N/A,193,-1,0.000000,3,-1,-1,-1,-1,1713473476.269662,0.000009,0.072075
