#module,uid,ProducerName,switches,file,rank,flushes,record_id,exe,max_byte,type,job_id,op,cnt,schema,seg:off,seg:pt_sel,seg:dur,seg:len,seg:ndims,seg:reg_hslab,seg:irreg_hslab,seg:npoints,seg:timestamp,seg:total,seg:start
STDIO,12345,n21,-1,<STDIN>,0,-1,9223372036854775807,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,-1,MET,19040551,open,1,darshan_data,-1,-1,0.000000,-1,-1,-1,-1,-1,1713473238.945981,0.000000,0.000000
STDIO,12345,n21,-1,<STDOUT>,0,-1,9223372036854775807,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,-1,MET,19040551,open,1,darshan_data,-1,-1,0.000000,-1,-1,-1,-1,-1,1713473238.945981,0.000000,0.000000
STDIO,12345,n21,-1,<STDERR>,0,-1,7238257241479193519,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,-1,MET,19040551,open,1,darshan_data,-1,-1,0.000000,-1,-1,-1,-1,-1,1713473238.945981,0.000000,0.000000
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,51,MOD,19040551,write,1,N/A,0,-1,0.000003,52,-1,-1,-1,-1,1713473238.990943,0.000003,0.044958
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,98,MOD,19040551,write,2,N/A,52,-1,0.000001,47,-1,-1,-1,-1,1713473238.991338,0.000004,0.045356
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,120,MOD,19040551,write,3,N/A,99,-1,0.000000,22,-1,-1,-1,-1,1713473238.991364,0.000005,0.045382
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,182,MOD,19040551,write,4,N/A,121,-1,0.000000,62,-1,-1,-1,-1,1713473238.991400,0.000005,0.045419
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,185,MOD,19040551,write,5,N/A,183,-1,0.000000,3,-1,-1,-1,-1,1713473238.991417,0.000005,0.045435
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,189,MOD,19040551,write,6,N/A,186,-1,0.000000,4,-1,-1,-1,-1,1713473238.991437,0.000006,0.045455
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,192,MOD,19040551,write,7,N/A,190,-1,0.000000,3,-1,-1,-1,-1,1713473238.991451,0.000006,0.045470
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,195,MOD,19040551,write,8,N/A,193,-1,0.000001,3,-1,-1,-1,-1,1713473238.991476,0.000007,0.045493
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,198,MOD,19040551,write,9,N/A,196,-1,0.000000,3,-1,-1,-1,-1,1713473238.991495,0.000007,0.045513
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,201,MOD,19040551,write,10,N/A,199,-1,0.000000,3,-1,-1,-1,-1,1713473238.991508,0.000007,0.045527
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,204,MOD,19040551,write,11,N/A,202,-1,0.000000,3,-1,-1,-1,-1,1713473238.991521,0.000007,0.045540
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,207,MOD,19040551,write,12,N/A,205,-1,0.000000,3,-1,-1,-1,-1,1713473238.991538,0.000008,0.045556
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,210,MOD,19040551,write,13,N/A,208,-1,0.000000,3,-1,-1,-1,-1,1713473238.991551,0.000008,0.045569
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,213,MOD,19040551,write,14,N/A,211,-1,0.000000,3,-1,-1,-1,-1,1713473238.991564,0.000008,0.045583
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,216,MOD,19040551,write,15,N/A,214,-1,0.000000,3,-1,-1,-1,-1,1713473238.991578,0.000008,0.045596
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,250,MOD,19040551,write,16,N/A,217,-1,0.000000,34,-1,-1,-1,-1,1713473238.991591,0.000008,0.045609
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,251,MOD,19040551,write,17,N/A,251,-1,0.000000,1,-1,-1,-1,-1,1713473238.991606,0.000008,0.045625
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,273,MOD,19040551,write,18,N/A,252,-1,0.000000,22,-1,-1,-1,-1,1713473238.991621,0.000009,0.045640
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,283,MOD,19040551,write,19,N/A,274,-1,0.000000,10,-1,-1,-1,-1,1713473238.991640,0.000009,0.045659
STDIO,12345,n21,-1,N/A,0,0,9223372036854775807,N/A,284,MOD,19040551,write,20,N/A,284,-1,0.000000,1,-1,-1,-1,-1,1713473238.991655,0.000009,0.045673
STDIO,12345,n21,-1,N/A,0,1,9223372036854775807,N/A,284,MOD,19040551,write,20,N/A,285,-1,0.000007,0,-1,-1,-1,-1,1713473238.991682,0.000017,0.045693
STDIO,12345,n21,-1,N/A,0,2,9223372036854775807,N/A,284,MOD,19040551,write,20,N/A,285,-1,0.000000,0,-1,-1,-1,-1,1713473238.991698,0.000017,0.045716
STDIO,12345,n21,-1,N/A,0,2,9223372036854775807,N/A,308,MOD,19040551,write,21,N/A,285,-1,0.000001,24,-1,-1,-1,-1,1713473238.991762,0.000018,0.045780
STDIO,12345,n21,-1,N/A,0,2,9223372036854775807,N/A,355,MOD,19040551,write,22,N/A,309,-1,0.000000,47,-1,-1,-1,-1,1713473238.991786,0.000018,0.045805
STDIO,12345,n21,-1,N/A,0,2,9223372036854775807,N/A,420,MOD,19040551,write,23,N/A,356,-1,0.000001,65,-1,-1,-1,-1,1713473238.992392,0.000020,0.046409
STDIO,12345,n21,-1,N/A,0,2,9223372036854775807,N/A,473,MOD,19040551,write,24,N/A,421,-1,0.000004,53,-1,-1,-1,-1,1713473238.992426,0.000023,0.046441
STDIO,12345,n21,-1,N/A,0,2,9223372036854775807,N/A,512,MOD,19040551,write,25,N/A,474,-1,0.000002,39,-1,-1,-1,-1,1713473238.992443,0.000025,0.046460
STDIO,12345,n21,-1,N/A,0,3,9223372036854775807,N/A,512,MOD,19040551,write,25,N/A,513,-1,0.000005,0,-1,-1,-1,-1,1713473238.992479,0.000030,0.046493
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,512,MOD,19040551,write,25,N/A,513,-1,0.000000,0,-1,-1,-1,-1,1713473238.992497,0.000030,0.046515
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,523,MOD,19040551,write,26,N/A,513,-1,0.000000,11,-1,-1,-1,-1,1713473238.992511,0.000030,0.046529
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,551,MOD,19040551,write,27,N/A,524,-1,0.000000,28,-1,-1,-1,-1,1713473238.992530,0.000031,0.046548
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,574,MOD,19040551,write,28,N/A,552,-1,0.000000,23,-1,-1,-1,-1,1713473238.992544,0.000031,0.046562
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,630,MOD,19040551,write,29,N/A,575,-1,0.000000,56,-1,-1,-1,-1,1713473238.992557,0.000031,0.046576
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,669,MOD,19040551,write,30,N/A,631,-1,0.000000,39,-1,-1,-1,-1,1713473238.992571,0.000031,0.046589
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,703,MOD,19040551,write,31,N/A,670,-1,0.000000,34,-1,-1,-1,-1,1713473238.992586,0.000032,0.046604
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,728,MOD,19040551,write,32,N/A,704,-1,0.000000,25,-1,-1,-1,-1,1713473238.992600,0.000032,0.046618
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,761,MOD,19040551,write,33,N/A,729,-1,0.000000,33,-1,-1,-1,-1,1713473238.992613,0.000033,0.046631
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,804,MOD,19040551,write,34,N/A,762,-1,0.000000,43,-1,-1,-1,-1,1713473238.992629,0.000033,0.046647
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,828,MOD,19040551,write,35,N/A,805,-1,0.000000,24,-1,-1,-1,-1,1713473238.992642,0.000033,0.046660
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,852,MOD,19040551,write,36,N/A,829,-1,0.000000,24,-1,-1,-1,-1,1713473238.992659,0.000034,0.046677
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,877,MOD,19040551,write,37,N/A,853,-1,0.000000,25,-1,-1,-1,-1,1713473238.992673,0.000034,0.046691
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,902,MOD,19040551,write,38,N/A,878,-1,0.000000,25,-1,-1,-1,-1,1713473238.992686,0.000034,0.046704
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,928,MOD,19040551,write,39,N/A,903,-1,0.000000,26,-1,-1,-1,-1,1713473238.992700,0.000035,0.046718
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,954,MOD,19040551,write,40,N/A,929,-1,0.000000,26,-1,-1,-1,-1,1713473238.992714,0.000035,0.046732
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,978,MOD,19040551,write,41,N/A,955,-1,0.000000,24,-1,-1,-1,-1,1713473238.992731,0.000036,0.046749
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,1002,MOD,19040551,write,42,N/A,979,-1,0.000000,24,-1,-1,-1,-1,1713473238.992745,0.000036,0.046763
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,1030,MOD,19040551,write,43,N/A,1003,-1,0.000000,28,-1,-1,-1,-1,1713473238.992761,0.000036,0.046779
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,1059,MOD,19040551,write,44,N/A,1031,-1,0.000000,29,-1,-1,-1,-1,1713473238.992779,0.000036,0.046797
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,1088,MOD,19040551,write,45,N/A,1060,-1,0.000000,29,-1,-1,-1,-1,1713473238.992794,0.000036,0.046813
STDIO,12345,n21,-1,N/A,0,4,9223372036854775807,N/A,1099,MOD,19040551,write,46,N/A,1089,-1,0.000000,11,-1,-1,-1,-1,1713473238.992808,0.000037,0.046827
