#module,uid,ProducerName,switches,file,rank,flushes,record_id,exe,max_byte,type,job_id,op,cnt,schema,seg:off,seg:pt_sel,seg:dur,seg:len,seg:ndims,seg:reg_hslab,seg:irreg_hslab,seg:npoints,seg:timestamp,seg:total,seg:start
STDIO,12345,n20,-1,<STDIN>,0,-1,9223372036854775807,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,-1,MET,19040564,open,1,darshan_data,-1,-1,0.000000,-1,-1,-1,-1,-1,1713473378.939419,0.000000,0.000000
STDIO,12345,n20,-1,<STDOUT>,0,-1,9223372036854775807,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,-1,MET,19040564,open,1,darshan_data,-1,-1,0.000000,-1,-1,-1,-1,-1,1713473378.939419,0.000000,0.000000
STDIO,12345,n20,-1,<STDERR>,0,-1,7238257241479193519,/projects/ovis/darshanConnector/apps/rhel9.7/ior/build/bin/ior,-1,MET,19040564,open,1,darshan_data,-1,-1,0.000000,-1,-1,-1,-1,-1,1713473378.939419,0.000000,0.000000
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,51,MOD,19040564,write,1,N/A,0,-1,0.000007,52,-1,-1,-1,-1,1713473379.000059,0.000007,0.060632
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,98,MOD,19040564,write,2,N/A,52,-1,0.000001,47,-1,-1,-1,-1,1713473379.000604,0.000008,0.061184
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,120,MOD,19040564,write,3,N/A,99,-1,0.000000,22,-1,-1,-1,-1,1713473379.000623,0.000009,0.061204
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,182,MOD,19040564,write,4,N/A,121,-1,0.000000,62,-1,-1,-1,-1,1713473379.000633,0.000009,0.061213
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,185,MOD,19040564,write,5,N/A,183,-1,0.000000,3,-1,-1,-1,-1,1713473379.000639,0.000010,0.061219
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,189,MOD,19040564,write,6,N/A,186,-1,0.000000,4,-1,-1,-1,-1,1713473379.000647,0.000010,0.061227
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,192,MOD,19040564,write,7,N/A,190,-1,0.000000,3,-1,-1,-1,-1,1713473379.000652,0.000010,0.061233
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,195,MOD,19040564,write,8,N/A,193,-1,0.000000,3,-1,-1,-1,-1,1713473379.000657,0.000010,0.061238
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,198,MOD,19040564,write,9,N/A,196,-1,0.000000,3,-1,-1,-1,-1,1713473379.000661,0.000010,0.061242
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,201,MOD,19040564,write,10,N/A,199,-1,0.000000,3,-1,-1,-1,-1,1713473379.000666,0.000010,0.061247
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,204,MOD,19040564,write,11,N/A,202,-1,0.000000,3,-1,-1,-1,-1,1713473379.000671,0.000010,0.061252
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,207,MOD,19040564,write,12,N/A,205,-1,0.000000,3,-1,-1,-1,-1,1713473379.000675,0.000010,0.061256
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,210,MOD,19040564,write,13,N/A,208,-1,0.000000,3,-1,-1,-1,-1,1713473379.000683,0.000010,0.061264
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,213,MOD,19040564,write,14,N/A,211,-1,0.000000,3,-1,-1,-1,-1,1713473379.000688,0.000010,0.061269
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,216,MOD,19040564,write,15,N/A,214,-1,0.000000,3,-1,-1,-1,-1,1713473379.000693,0.000011,0.061273
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,250,MOD,19040564,write,16,N/A,217,-1,0.000000,34,-1,-1,-1,-1,1713473379.000697,0.000011,0.061278
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,251,MOD,19040564,write,17,N/A,251,-1,0.000000,1,-1,-1,-1,-1,1713473379.000704,0.000011,0.061284
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,273,MOD,19040564,write,18,N/A,252,-1,0.000000,22,-1,-1,-1,-1,1713473379.000709,0.000011,0.061290
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,283,MOD,19040564,write,19,N/A,274,-1,0.000000,10,-1,-1,-1,-1,1713473379.000714,0.000012,0.061295
STDIO,12345,n20,-1,N/A,0,0,9223372036854775807,N/A,284,MOD,19040564,write,20,N/A,284,-1,0.000000,1,-1,-1,-1,-1,1713473379.000719,0.000012,0.061300
STDIO,12345,n20,-1,N/A,0,1,9223372036854775807,N/A,284,MOD,19040564,write,20,N/A,285,-1,0.000008,0,-1,-1,-1,-1,1713473379.000734,0.000020,0.061306
STDIO,12345,n20,-1,N/A,0,2,9223372036854775807,N/A,284,MOD,19040564,write,20,N/A,285,-1,0.000000,0,-1,-1,-1,-1,1713473379.000740,0.000020,0.061321
STDIO,12345,n20,-1,N/A,0,2,9223372036854775807,N/A,308,MOD,19040564,write,21,N/A,285,-1,0.000001,24,-1,-1,-1,-1,1713473379.000802,0.000021,0.061382
STDIO,12345,n20,-1,N/A,0,2,9223372036854775807,N/A,355,MOD,19040564,write,22,N/A,309,-1,0.000000,47,-1,-1,-1,-1,1713473379.000813,0.000021,0.061393
STDIO,12345,n20,-1,N/A,0,2,9223372036854775807,N/A,420,MOD,19040564,write,23,N/A,356,-1,0.000002,65,-1,-1,-1,-1,1713473379.001530,0.000023,0.062109
STDIO,12345,n20,-1,N/A,0,2,9223372036854775807,N/A,473,MOD,19040564,write,24,N/A,421,-1,0.000003,53,-1,-1,-1,-1,1713473379.001557,0.000026,0.062135
STDIO,12345,n20,-1,N/A,0,2,9223372036854775807,N/A,512,MOD,19040564,write,25,N/A,474,-1,0.000001,39,-1,-1,-1,-1,1713473379.001566,0.000027,0.062145
STDIO,12345,n20,-1,N/A,0,3,9223372036854775807,N/A,512,MOD,19040564,write,25,N/A,513,-1,0.000006,0,-1,-1,-1,-1,1713473379.001584,0.000034,0.062159
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,512,MOD,19040564,write,25,N/A,513,-1,0.000000,0,-1,-1,-1,-1,1713473379.001591,0.000034,0.062172
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,523,MOD,19040564,write,26,N/A,513,-1,0.000000,11,-1,-1,-1,-1,1713473379.001598,0.000034,0.062178
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,551,MOD,19040564,write,27,N/A,524,-1,0.000000,28,-1,-1,-1,-1,1713473379.001607,0.000035,0.062187
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,574,MOD,19040564,write,28,N/A,552,-1,0.000000,23,-1,-1,-1,-1,1713473379.001612,0.000035,0.062193
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,630,MOD,19040564,write,29,N/A,575,-1,0.000000,56,-1,-1,-1,-1,1713473379.001617,0.000035,0.062198
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,669,MOD,19040564,write,30,N/A,631,-1,0.000000,39,-1,-1,-1,-1,1713473379.001625,0.000036,0.062205
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,703,MOD,19040564,write,31,N/A,670,-1,0.000000,34,-1,-1,-1,-1,1713473379.001630,0.000036,0.062211
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,728,MOD,19040564,write,32,N/A,704,-1,0.000000,25,-1,-1,-1,-1,1713473379.001635,0.000037,0.062216
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,761,MOD,19040564,write,33,N/A,729,-1,0.000000,33,-1,-1,-1,-1,1713473379.001640,0.000037,0.062221
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,804,MOD,19040564,write,34,N/A,762,-1,0.000000,43,-1,-1,-1,-1,1713473379.001646,0.000037,0.062226
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,828,MOD,19040564,write,35,N/A,805,-1,0.000000,24,-1,-1,-1,-1,1713473379.001650,0.000037,0.062231
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,852,MOD,19040564,write,36,N/A,829,-1,0.000000,24,-1,-1,-1,-1,1713473379.001655,0.000038,0.062236
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,877,MOD,19040564,write,37,N/A,853,-1,0.000000,25,-1,-1,-1,-1,1713473379.001665,0.000038,0.062245
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,902,MOD,19040564,write,38,N/A,878,-1,0.000000,25,-1,-1,-1,-1,1713473379.001670,0.000038,0.062250
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,928,MOD,19040564,write,39,N/A,903,-1,0.000000,26,-1,-1,-1,-1,1713473379.001674,0.000039,0.062255
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,954,MOD,19040564,write,40,N/A,929,-1,0.000000,26,-1,-1,-1,-1,1713473379.001679,0.000039,0.062260
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,978,MOD,19040564,write,41,N/A,955,-1,0.000000,24,-1,-1,-1,-1,1713473379.001689,0.000039,0.062270
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,1002,MOD,19040564,write,42,N/A,979,-1,0.000000,24,-1,-1,-1,-1,1713473379.001697,0.000040,0.062278
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,1030,MOD,19040564,write,43,N/A,1003,-1,0.000000,28,-1,-1,-1,-1,1713473379.001710,0.000040,0.062290
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,1059,MOD,19040564,write,44,N/A,1031,-1,0.000000,29,-1,-1,-1,-1,1713473379.001716,0.000040,0.062296
STDIO,12345,n20,-1,N/A,0,4,9223372036854775807,N/A,1088,MOD,19040564,write,45,N/A,1060,-1,0.000000,29,-1,-1,-1,-1,1713473379.001721,0.000041,0.062301
