timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1701384561.001503,600032,17824838,0,131928928,127139696,126811268,0,116940,0,655652,96684,638692,28872,16960,67812,1048576,1048576,0,0,0,0,1684492,143052,32192,491008,59952,431056,22208,9216,0,0,0,65964464,1806264,34359738367,1259104,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
1701384562.002131,600032,17824838,0,131928928,127136964,126808872,0,117620,0,659292,95020,639992,28872,19300,66148,1048576,1048576,0,0,0,0,1685556,143720,32192,491168,59952,431216,22272,9228,0,0,0,65964464,1805140,34359738367,1259104,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
1701384563.001380,600032,17824838,0,131928928,127119828,126799548,0,133200,0,659548,110572,640180,28872,19368,81700,1048576,1048576,0,0,0,0,1685504,143984,32192,491108,59952,431156,22256,9296,0,0,0,65964464,1805072,34359738367,1259104,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
1701384564.002109,600032,17824838,0,131928928,127119952,126800364,0,134416,0,659888,111852,640412,28872,19476,82980,1048576,1048576,0,0,0,0,1685812,144008,32192,491024,59952,431072,22256,9812,0,0,0,65964464,1811900,34359738367,1259104,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
1701384565.001787,600032,17824838,0,131928928,127117528,126799940,0,135736,0,659380,112872,639856,28872,19524,84000,1048576,1048576,0,0,0,0,1684208,144048,32192,491900,60864,431036,22304,8888,0,0,0,65964464,1810128,34359738367,1259104,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
1701384566.001924,600032,17824838,0,131928928,127119284,126800700,0,135796,0,659636,112784,640000,28872,19636,83912,1048576,1048576,0,0,0,0,1684324,144004,32192,491868,60864,431004,22272,9660,0,0,0,65964464,1808156,34359738367,1259104,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
1701384567.001521,600032,17824838,0,131928928,127117292,126798788,0,135916,0,661020,112840,641280,28872,19740,83968,1048576,1048576,0,0,0,0,1686152,144004,32192,491820,60864,430956,22304,11144,0,0,0,65964464,1807556,34359738367,1259104,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
1701384568.002083,600032,17824838,0,131928928,127117664,126799296,0,136192,0,660664,113088,640896,28872,19768,84216,1048576,1048576,0,0,0,0,1685704,143980,32192,491732,60864,430868,22288,10032,0,0,0,65964464,1807532,34359738367,1259104,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
1701384569.001379,600032,17824838,0,131928928,127090880,126774044,0,149788,0,665468,126672,645636,39456,19832,87216,1048576,1048576,0,0,0,0,1691096,155268,42720,492716,60864,431852,22336,16576,0,0,0,65964464,2937276,34359738367,1259104,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
1701384570.002163,600032,17824838,0,131928928,126855380,126541312,0,217260,0,789408,193388,769320,101448,20088,91940,1048592,1048592,0,0,12,0,1814996,217740,105204,501340,61416,439924,23504,46272,0,0,0,65964464,7079880,34359738367,1259392,34291170812,18880,0,1124352,0,0,0,0,0,0,2048,222480,7020544,128974848
