timestamp,component_id,job_id,app_id,fs_name,llite,dirty_pages_hits,dirty_pages_misses,read_bytes.sum,write_bytes.sum,brw_read.sum,brw_write.sum,ioctl,open,close,mmap,page_fault,page_mkwrite,seek,fsync,readdir,setattr,truncate,flock,getattr,create,link,unlink,symlink,mkdir,rmdir,mknod,rename,statfs,alloc_inode,setxattr,getxattr,getxattr_hits,listxattr,removexattr,inode_permission
1698028361.001795,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,293,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,188,2257,0,2551,554,0,1802,115051
1698028361.001982,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1201890778412,0,0,1198665,9094577,9094575,844940,119301088,0,3411998746,6300,391040,56556,39128,0,54955011,0,0,595333,1637,30461,24898,626167,70915,653,901337,0,44346,33730,0,90795,17662016486
1698028362.002247,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028362.002420,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1212840010105,0,0,1198737,9094613,9094575,844940,119301088,0,3412004002,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028363.002122,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028363.002251,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1224185602425,0,0,1198737,9094613,9094575,844940,119301088,0,3412009413,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028364.000816,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028364.000923,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1235604595065,0,0,1198737,9094613,9094575,844940,119301088,0,3412014858,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028365.001637,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028365.001747,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1247101182329,0,0,1198737,9094613,9094575,844940,119301088,0,3412020339,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028367.002355,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028367.002573,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1270027247993,0,0,1198737,9094613,9094575,844940,119301088,0,3412031270,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028368.001717,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028368.001886,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1280569631097,0,0,1198737,9094613,9094575,844940,119301088,0,3412036296,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028369.000853,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028369.001095,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1290881327481,0,0,1198737,9094613,9094575,844940,119301088,0,3412041215,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028370.000822,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028370.000932,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1300362551673,0,0,1198737,9094613,9094575,844940,119301088,0,3412045736,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028371.001749,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028371.001933,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1310957363577,0,0,1198737,9094613,9094575,844940,119301088,0,3412050788,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028372.000874,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028372.001017,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1320602165625,0,0,1198737,9094613,9094575,844940,119301088,0,3412055388,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028373.001153,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028373.001302,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1331098411385,0,0,1198737,9094613,9094575,844940,119301088,0,3412060392,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028374.000638,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028374.000743,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1340476875129,0,0,1198737,9094613,9094575,844940,119301088,0,3412064864,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028375.001757,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028375.001855,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1345841389945,0,0,1198737,9094613,9094575,844940,119301088,0,3412067423,6300,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028376.001931,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028376.002072,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1352525013369,0,0,1198737,9094613,9094602,844940,119301088,0,3412070583,6327,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028377.000704,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028377.000844,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689315708379,1353894453625,0,0,1198737,9094613,9094602,844940,119301088,0,3412071235,6327,391040,56556,39128,0,54955012,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662016958
1698028378.000776,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028378.000874,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3689532763611,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412072608,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028379.002229,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028379.002322,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3695216045531,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412075322,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028380.000656,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028380.000756,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3700583706075,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412077882,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028381.002268,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028381.002383,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3705945075163,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412080439,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028382.001811,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028382.001900,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3711434370523,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412083056,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028383.002061,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028383.002160,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3716973997531,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412085698,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028384.001684,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028384.001780,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3722626870747,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412088393,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028385.002136,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028385.002228,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3728286035419,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412091090,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028386.001432,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028386.001538,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3733999726043,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412093816,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028387.002256,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028387.002355,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3739004579291,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412096203,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028388.001776,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
1698028388.001905,600001,17533919,0,pscratch,pscratch-ffff91ba23a14800,0,0,3743311080923,1356509602515,0,0,1198737,9094649,9094611,844940,119301088,0,3412098257,6336,391040,56556,39128,0,54955048,0,0,595333,1637,30461,24898,626203,70915,690,901374,0,44382,33730,0,90795,17662017210
1698028389.001649,600001,17533919,0,nscratch,nscratch-ffff91aa9936b800,0,0,14560616789,11086201470,0,0,365,7883,7883,792,1121901,0,4549026,0,528,0,1802,0,8522,0,0,1660,0,2,0,1951,1,224,2257,0,2551,554,0,1802,115087
