# darshan log version: 3.41
# compression method: ZLIB
# exe: 
# uid: 12345
# jobid: 17219232
# start_time: 1694984499
# start_time_asci: Sun Sep 17 15:01:39 2023
# end_time: 1694984538
# end_time_asci: Sun Sep 17 15:02:18 2023
# nprocs: 32
# run time: 38.3308
# metadata: lib_ver = 3.4.4
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 1328 bytes (uncompressed)
# job data: 143 bytes (compressed)
# record table: 2416 bytes (compressed)
# POSIX module: 5690 bytes (compressed), ver=4
# LUSTRE module: 1198 bytes (compressed), ver=1
# STDIO module: 57 bytes (compressed), ver=2
# DXT_POSIX module: 10250 bytes (compressed), ver=1
# HEATMAP module: 5516 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 11565115021251038815, file_name: /pscratch/user/haccTest/darshan-Part00000000-of-00000032.data
# DXT, rank: 0, hostname: ec2
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0        25165824       200000000      4.4765      6.4719
 X_POSIX       0  write        1       225165824       200000000      6.4720      6.9280
 X_POSIX       0  write        2       425165824       200000000      6.9281      7.6682
 X_POSIX       0  write        3       625165824       200000000      7.6684      8.6496
 X_POSIX       0  write        4       825165824       200000000      8.6498      9.2282
 X_POSIX       0  write        5      1025165824       200000000      9.2283      9.7128
 X_POSIX       0  write        6      1225165824       200000000      9.7130     10.5337
 X_POSIX       0  write        7      1425165824       400000000     10.5338     11.6751
 X_POSIX       0  write        8      1825165824       100000000     11.6752     11.9245
 X_POSIX       0  write        9               0        25165824     11.9246     12.0162
 X_POSIX       0   read        0               0        25165824     29.0855     29.1369
 X_POSIX       0   read        1        25165824       200000000     29.1579     29.5828
 X_POSIX       0   read        2       225165824       200000000     29.5829     29.8036
 X_POSIX       0   read        3       425165824       200000000     29.8037     30.4323
 X_POSIX       0   read        4       625165824       200000000     30.4357     30.7192
 X_POSIX       0   read        5       825165824       200000000     30.7201     31.3548
 X_POSIX       0   read        6      1025165824       200000000     31.3565     31.7096
 X_POSIX       0   read        7      1225165824       200000000     31.7272     32.0266
 X_POSIX       0   read        8      1425165824       400000000     32.0267     32.6742
 X_POSIX       0   read        9      1825165824       100000000     32.6743     32.7848

# DXT, file_id: 10331366759179474848, file_name: /pscratch/user/haccTest/darshan-Part00000001-of-00000032.data
# DXT, rank: 1, hostname: ec2
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       1  write        0        25165824       200000000      5.5104      6.7457
 X_POSIX       1  write        1       225165824       200000000      6.7459      7.3662
 X_POSIX       1  write        2       425165824       200000000      7.3663      7.9875
 X_POSIX       1  write        3       625165824       200000000      7.9972      8.4964
 X_POSIX       1  write        4       825165824       200000000      8.4965      9.1727
 X_POSIX       1  write        5      1025165824       200000000      9.1728      9.9020
 X_POSIX       1  write        6      1225165824       200000000      9.9132     10.6495
 X_POSIX       1  write        7      1425165824       400000000     10.6497     11.6929
 X_POSIX       1  write        8      1825165824       100000000     11.6931     12.1515
 X_POSIX       1  write        9               0        25165824     12.1517     12.2668
 X_POSIX       1   read        0               0        25165824     12.2835     12.3336
 X_POSIX       1   read        1        25165824       200000000     12.3357     12.7496
 X_POSIX       1   read        2       225165824       200000000     12.7497     13.1679
 X_POSIX       1   read        3       425165824       200000000     13.1680     13.4026
 X_POSIX       1   read        4       625165824       200000000     13.4028     13.6043
 X_POSIX       1   read        5       825165824       200000000     13.6046     13.8352
 X_POSIX       1   read        6      1025165824       200000000     13.8354     14.1107
 X_POSIX       1   read        7      1225165824       200000000     14.1109     14.3244
 X_POSIX       1   read        8      1425165824       400000000     14.3246     14.8239
 X_POSIX       1   read        9      1825165824       100000000     14.8242     14.9559

# DXT, file_id: 688261604096148575, file_name: /pscratch/user/haccTest/darshan-Part00000002-of-00000032.data
# DXT, rank: 2, hostname: ec3
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       2  write        0        25165824       200000000      4.3799      4.6137
 X_POSIX       2  write        1       225165824       200000000      4.6139      4.8347
 X_POSIX       2  write        2       425165824       200000000      4.8348      5.0519
 X_POSIX       2  write        3       625165824       200000000      5.0520      5.2707
 X_POSIX       2  write        4       825165824       200000000      5.2708      5.4932
 X_POSIX       2  write        5      1025165824       200000000      5.4933      5.7245
 X_POSIX       2  write        6      1225165824       200000000      5.7246      5.9558
 X_POSIX       2  write        7      1425165824       400000000      5.9559      6.3999
 X_POSIX       2  write        8      1825165824       100000000      6.4000      6.5117
 X_POSIX       2  write        9               0        25165824      6.5118      6.5348
 X_POSIX       2   read        0               0        25165824     12.5827     12.6001
 X_POSIX       2   read        1        25165824       200000000     12.6017     12.7350
 X_POSIX       2   read        2       225165824       200000000     12.7350     12.8695
 X_POSIX       2   read        3       425165824       200000000     12.8696     13.0009
 X_POSIX       2   read        4       625165824       200000000     13.0010     13.1274
 X_POSIX       2   read        5       825165824       200000000     13.1274     13.2543
 X_POSIX       2   read        6      1025165824       200000000     13.2544     13.3976
 X_POSIX       2   read        7      1225165824       200000000     13.3977     13.5250
 X_POSIX       2   read        8      1425165824       400000000     13.5251     13.7813
 X_POSIX       2   read        9      1825165824       100000000     13.7814     13.8450

# DXT, file_id: 8041626340763145071, file_name: /pscratch/user/haccTest/darshan-Part00000003-of-00000032.data
# DXT, rank: 3, hostname: ec3
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       3  write        0        25165824       200000000     10.5073     10.7329
 X_POSIX       3  write        1       225165824       200000000     10.7330     10.9404
 X_POSIX       3  write        2       425165824       200000000     10.9405     11.1571
 X_POSIX       3  write        3       625165824       200000000     11.1572     11.3748
 X_POSIX       3  write        4       825165824       200000000     11.3749     11.5859
 X_POSIX       3  write        5      1025165824       200000000     11.5860     11.8085
 X_POSIX       3  write        6      1225165824       200000000     11.8086     12.0322
 X_POSIX       3  write        7      1425165824       400000000     12.0323     12.4546
 X_POSIX       3  write        8      1825165824       100000000     12.4547     12.5590
 X_POSIX       3  write        9               0        25165824     12.5591     12.5784
 X_POSIX       3   read        0               0        25165824     12.5826     12.5980
 X_POSIX       3   read        1        25165824       200000000     12.6001     12.7221
 X_POSIX       3   read        2       225165824       200000000     12.7222     12.8406
 X_POSIX       3   read        3       425165824       200000000     12.8407     12.9577
 X_POSIX       3   read        4       625165824       200000000     12.9577     13.0742
 X_POSIX       3   read        5       825165824       200000000     13.0743     13.1881
 X_POSIX       3   read        6      1025165824       200000000     13.1882     13.3063
 X_POSIX       3   read        7      1225165824       200000000     13.3064     13.4211
 X_POSIX       3   read        8      1425165824       400000000     13.4212     13.6578
 X_POSIX       3   read        9      1825165824       100000000     13.6578     13.7174

# DXT, file_id: 15107931838529066586, file_name: /pscratch/user/haccTest/darshan-Part00000004-of-00000032.data
# DXT, rank: 4, hostname: ec4
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       4  write        0        25165824       200000000     14.2911     14.5190
 X_POSIX       4  write        1       225165824       200000000     14.5191     14.7440
 X_POSIX       4  write        2       425165824       200000000     14.7441     14.9664
 X_POSIX       4  write        3       625165824       200000000     14.9664     15.1848
 X_POSIX       4  write        4       825165824       200000000     15.1849     15.4137
 X_POSIX       4  write        5      1025165824       200000000     15.4138     15.6440
 X_POSIX       4  write        6      1225165824       200000000     15.6440     15.8756
 X_POSIX       4  write        7      1425165824       400000000     15.8756     16.3474
 X_POSIX       4  write        8      1825165824       100000000     16.3475     16.4673
 X_POSIX       4  write        9               0        25165824     16.4674     16.4918
 X_POSIX       4   read        0               0        25165824     22.6274     22.6431
 X_POSIX       4   read        1        25165824       200000000     22.6449     22.7732
 X_POSIX       4   read        2       225165824       200000000     22.7733     22.8999
 X_POSIX       4   read        3       425165824       200000000     22.9000     23.0376
 X_POSIX       4   read        4       625165824       200000000     23.0377     23.1610
 X_POSIX       4   read        5       825165824       200000000     23.1611     23.2820
 X_POSIX       4   read        6      1025165824       200000000     23.2821     23.4032
 X_POSIX       4   read        7      1225165824       200000000     23.4033     23.5240
 X_POSIX       4   read        8      1425165824       400000000     23.5240     23.7621
 X_POSIX       4   read        9      1825165824       100000000     23.7622     23.8219

# DXT, file_id: 16469326234947104427, file_name: /pscratch/user/haccTest/darshan-Part00000005-of-00000032.data
# DXT, rank: 5, hostname: ec4
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       5  write        0        25165824       200000000      6.9016      9.2004
 X_POSIX       5  write        1       225165824       200000000      9.2006      9.5457
 X_POSIX       5  write        2       425165824       200000000      9.5458     12.9026
 X_POSIX       5  write        3       625165824       200000000     12.9028     14.8510
 X_POSIX       5  write        4       825165824       200000000     14.8511     17.0341
 X_POSIX       5  write        5      1025165824       200000000     17.0342     17.2874
 X_POSIX       5  write        6      1225165824       200000000     17.2875     17.5238
 X_POSIX       5  write        7      1425165824       400000000     17.5239     17.9753
 X_POSIX       5  write        8      1825165824       100000000     17.9755     18.0758
 X_POSIX       5  write        9               0        25165824     18.0759     18.0980
 X_POSIX       5   read        0               0        25165824     18.1026     18.1164
 X_POSIX       5   read        1        25165824       200000000     18.1184     18.2503
 X_POSIX       5   read        2       225165824       200000000     18.2504     18.3785
 X_POSIX       5   read        3       425165824       200000000     18.3786     18.5042
 X_POSIX       5   read        4       625165824       200000000     18.5043     18.6307
 X_POSIX       5   read        5       825165824       200000000     18.6308     18.7609
 X_POSIX       5   read        6      1025165824       200000000     18.7610     18.8906
 X_POSIX       5   read        7      1225165824       200000000     18.8907     19.0207
 X_POSIX       5   read        8      1425165824       400000000     19.0208     19.2819
 X_POSIX       5   read        9      1825165824       100000000     19.2820     19.3478

# DXT, file_id: 11250573249789628784, file_name: /pscratch/user/haccTest/darshan-Part00000006-of-00000032.data
# DXT, rank: 6, hostname: ec5
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       6  write        0        25165824       200000000     14.9041     15.1444
 X_POSIX       6  write        1       225165824       200000000     15.1445     15.3521
 X_POSIX       6  write        2       425165824       200000000     15.3522     15.5681
 X_POSIX       6  write        3       625165824       200000000     15.5682     15.7846
 X_POSIX       6  write        4       825165824       200000000     15.7847     16.0077
 X_POSIX       6  write        5      1025165824       200000000     16.0078     16.2457
 X_POSIX       6  write        6      1225165824       200000000     16.2458     16.5526
 X_POSIX       6  write        7      1425165824       400000000     16.5527     21.6779
 X_POSIX       6  write        8      1825165824       100000000     21.6781     22.4610
 X_POSIX       6  write        9               0        25165824     22.4611     22.6244
 X_POSIX       6   read        0               0        25165824     22.6280     22.6417
 X_POSIX       6   read        1        25165824       200000000     22.6436     22.7710
 X_POSIX       6   read        2       225165824       200000000     22.7711     22.9060
 X_POSIX       6   read        3       425165824       200000000     22.9061     23.0363
 X_POSIX       6   read        4       625165824       200000000     23.0364     23.1661
 X_POSIX       6   read        5       825165824       200000000     23.1662     23.2938
 X_POSIX       6   read        6      1025165824       200000000     23.2939     23.4210
 X_POSIX       6   read        7      1225165824       200000000     23.4211     23.5510
 X_POSIX       6   read        8      1425165824       400000000     23.5511     23.8157
 X_POSIX       6   read        9      1825165824       100000000     23.8158     23.8816

# DXT, file_id: 5644758706384895531, file_name: /pscratch/user/haccTest/darshan-Part00000007-of-00000032.data
# DXT, rank: 7, hostname: ec5
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       7  write        0        25165824       200000000      4.4396      4.6636
 X_POSIX       7  write        1       225165824       200000000      4.6637      4.8698
 X_POSIX       7  write        2       425165824       200000000      4.8699      5.0780
 X_POSIX       7  write        3       625165824       200000000      5.0781      5.2899
 X_POSIX       7  write        4       825165824       200000000      5.2900      5.5065
 X_POSIX       7  write        5      1025165824       200000000      5.5066      5.7311
