# darshan log version: 3.41
# compression method: ZLIB
# exe: 
# uid: 99066
# jobid: 17209808
# start_time: 1694923475
# start_time_asci: Sat Sep 16 22:04:35 2023
# end_time: 1694923489
# end_time_asci: Sat Sep 16 22:04:49 2023
# nprocs: 32
# run time: 13.5487
# metadata: lib_ver = 3.4.4
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 1328 bytes (uncompressed)
# job data: 144 bytes (compressed)
# record table: 2416 bytes (compressed)
# POSIX module: 5674 bytes (compressed), ver=4
# LUSTRE module: 1199 bytes (compressed), ver=1
# STDIO module: 56 bytes (compressed), ver=2
# DXT_POSIX module: 10466 bytes (compressed), ver=1
# HEATMAP module: 7898 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 11565115021251038815, file_name: /pscratch/spwalto/haccTest/darshan-Part00000000-of-00000032.data
# DXT, rank: 0, hostname: ec3
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0        25165824       400000000      3.1369      3.6509
 X_POSIX       0  write        1       425165824       400000000      3.6510      4.1896
 X_POSIX       0  write        2       825165824       400000000      4.1897      4.7575
 X_POSIX       0  write        3      1225165824       400000000      4.7575      5.3715
 X_POSIX       0  write        4      1625165824       400000000      5.3716      5.9646
 X_POSIX       0  write        5      2025165824       400000000      5.9647      6.5558
 X_POSIX       0  write        6      2425165824       400000000      6.5559      7.1458
 X_POSIX       0  write        7      2825165824       800000000      7.1459      8.1617
 X_POSIX       0  write        8      3625165824       200000000      8.1618      8.3892
 X_POSIX       0  write        9               0        25165824      8.3893      8.4173
 X_POSIX       0   read        0               0        25165824      8.8977      8.9159
 X_POSIX       0   read        1        25165824       400000000      8.9173      9.1989
 X_POSIX       0   read        2       425165824       400000000      9.1990      9.4535
 X_POSIX       0   read        3       825165824       400000000      9.4535      9.6856
 X_POSIX       0   read        4      1225165824       400000000      9.6857      9.9188
 X_POSIX       0   read        5      1625165824       400000000      9.9189     10.1664
 X_POSIX       0   read        6      2025165824       400000000     10.1665     10.4029
 X_POSIX       0   read        7      2425165824       400000000     10.4030     10.6379
 X_POSIX       0   read        8      2825165824       800000000     10.6379     11.1008
 X_POSIX       0   read        9      3625165824       200000000     11.1009     11.2168

# DXT, file_id: 10331366759179474848, file_name: /pscratch/spwalto/haccTest/darshan-Part00000001-of-00000032.data
# DXT, rank: 1, hostname: ec3
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       1  write        0        25165824       400000000      3.1137      3.6190
 X_POSIX       1  write        1       425165824       400000000      3.6192      4.1384
 X_POSIX       1  write        2       825165824       400000000      4.1385      4.6636
 X_POSIX       1  write        3      1225165824       400000000      4.6637      5.3022
 X_POSIX       1  write        4      1625165824       400000000      5.3023      5.8478
